px=690627.298384, py=422483.276441, pz=206265.257546
px=637317.107229, py=273007.783267, pz=643091.763094
px=326374.927492, py=772632.567724, pz=870693.862314
px=491583.260812, py=128781.569471, pz=717281.710647
px=333744.667272, py=282788.792028, pz=775283.363746
px=520037.716311, py=991409.039916, pz=190236.894963
px=789320.353987, py=627824.886678, pz=178073.140921
px=674833.782215, py=965163.784379, pz=874701.591721
px=86194.631740, py=252696.881456, pz=162874.886548
px=502608.203287, py=49976.750866, pz=657129.164958
px=42092.075533, py=249871.631624, pz=328203.762532
px=541256.621109, py=274893.550694, pz=200916.154786
px=931013.554415, py=193657.656090, pz=818795.712118
px=728515.319353, py=107658.065147, pz=331483.905761
px=653151.028553, py=979384.510125, pz=539352.716847
px=214441.226050, py=120766.655688, pz=215894.329186
px=440331.754818, py=276046.351186, pz=160864.251977
px=719038.217314, py=684143.503249, pz=478291.095040
px=108879.352760, py=344327.518164, pz=189675.801653
px=230289.958242, py=977000.996760, pz=791060.036957
px=524354.026745, py=920354.421464, pz=809214.425048
px=846036.525785, py=640348.280485, pz=491759.262263
px=641070.582206, py=863751.155885, pz=543076.175957
px=281206.839826, py=214342.233647, pz=232966.703571
px=912818.294522, py=978145.211596, pz=465959.882835
px=268366.348299, py=187140.921363, pz=919561.185882
px=457398.695999, py=460008.124185, pz=49911.344269
px=687522.774605, py=867230.275155, pz=550315.743320
px=697404.741465, py=603162.503529, pz=217108.310888
px=99627.891817, py=743106.921864, pz=537765.391992
px=914702.464404, py=758375.790035, pz=224855.313344
px=726356.160547, py=274656.982518, pz=69290.790341
px=809658.914564, py=575695.062848, pz=528769.230379
px=95434.888688, py=78189.798004, pz=171328.802340
px=638182.038142, py=451213.822448, pz=126520.034749
px=125509.256927, py=858144.265541, pz=622769.177150
px=557057.992424, py=339514.254008, pz=915174.077512
px=533785.281997, py=804388.753184, pz=219469.460183
px=897044.792199, py=640796.058062, pz=192142.409030
px=839153.150237, py=866875.546045, pz=736586.358714
px=886842.636816, py=693313.495931, pz=450559.493304
px=888021.197794, py=585425.427351, pz=749392.682140
px=904477.763517, py=86747.648007, pz=135724.689811
px=246713.604749, py=749902.043638, pz=810720.509752
px=282186.424102, py=950834.041254, pz=762774.920446
px=714175.315431, py=863224.347619, pz=494730.882743
px=476092.769726, py=809493.592577, pz=427548.912114
px=190779.640675, py=261493.494655, pz=531016.335934
px=982137.925603, py=434904.050831, pz=563661.250952
px=540730.264051, py=433874.977872, pz=23287.966877
px=506563.461756, py=126615.045827, pz=843163.172213
px=555426.652236, py=662984.705466, pz=246295.351134
px=353325.532347, py=102011.173405, pz=693069.926421
px=66095.999888, py=218104.692011, pz=987890.671010
px=813568.851016, py=31810.142410, pz=117640.136448
px=912590.211444, py=385623.129951, pz=286976.027747
px=927324.124069, py=976405.242628, pz=574350.614605
px=987269.031750, py=14987.239732, pz=564039.364477
px=784483.476616, py=441819.753265, pz=896578.389819
px=421548.298590, py=278398.757039, pz=210921.271945
px=470668.830781, py=957317.668473, pz=737894.046608
px=779964.854598, py=318070.724433, pz=616215.633832
px=382216.004380, py=894030.185276, pz=965489.312791
px=235323.799122, py=888598.006722, pz=77107.562561
px=417399.284903, py=108011.386136, pz=932844.521545
px=4959.606400, py=473891.968306, pz=134886.755584
px=26375.735850, py=896462.514017, pz=870164.487424
px=436462.228922, py=384950.304831, pz=427769.862976
px=905885.588640, py=605724.771462, pz=406335.500210
px=737906.803454, py=566745.201291, pz=373295.924867
px=200738.640574, py=818895.734099, pz=681788.578411
px=374582.625980, py=570621.415802, pz=622553.009951
px=901161.031328, py=888387.254544, pz=53292.796587
px=51903.444047, py=864659.868984, pz=42548.915556
px=810172.896794, py=158237.263435, pz=423819.833720
px=137305.802347, py=602728.049195, pz=742075.757799
px=112537.766209, py=833505.424184, pz=993123.025144
px=349169.838247, py=197833.664602, pz=121558.307840
px=756243.256299, py=311628.304555, pz=176239.577187
px=759139.666092, py=168672.808766, pz=521426.914094
px=135167.965876, py=449792.341151, pz=770309.943009
px=123441.356659, py=945957.052580, pz=801580.983375
px=1024.758762, py=488097.484772, pz=204346.143078
px=799603.003280, py=416376.857397, pz=60979.743845
px=967428.401468, py=468097.354761, pz=307035.998250
px=77414.796040, py=986781.844378, pz=829701.587435
px=629663.979793, py=125958.287692, pz=556531.507206
px=867855.307907, py=738821.593998, pz=748930.810130
px=914818.576643, py=746138.070677, pz=125637.767663
px=297633.473510, py=655397.614838, pz=576389.452124
px=623956.883962, py=207560.337118, pz=700824.172041
px=117510.616194, py=686297.662250, pz=112805.803463
px=298046.946565, py=723522.093489, pz=356394.084701
px=837484.727407, py=707036.823001, pz=305825.968228
px=164412.135256, py=761931.099887, pz=209870.670332
px=833544.184700, py=463164.823276, pz=632112.008313
px=953537.427628, py=370840.614770, pz=488772.406899
px=326469.601243, py=625748.314144, pz=24888.292476
px=847935.320207, py=570409.995009, pz=570470.171351
px=384007.014442, py=878808.189336, pz=517784.770990
px=903068.915832, py=201001.766703, pz=50293.101818
px=995966.762340, py=871323.390858, pz=678416.166702
px=609372.486855, py=896063.294440, pz=793823.374138
px=919340.744497, py=396032.478395, pz=600006.214122
px=513234.340629, py=140852.321360, pz=287353.338457
px=5128.827231, py=158993.198457, pz=85631.406523
px=307294.824049, py=561554.744867, pz=134374.181946
px=408651.367742, py=925133.024755, pz=549625.312961
px=781033.854327, py=455625.180939, pz=84291.825347
px=723855.055105, py=884793.562301, pz=557000.883882
px=886283.999477, py=863535.104983, pz=727533.226075
px=977806.060998, py=559454.657454, pz=621740.509268
px=245644.532688, py=50115.425266, pz=272807.668633
px=956776.386717, py=986619.479354, pz=260660.082890
px=853357.111379, py=583692.621123, pz=686037.033411
px=255334.035824, py=636086.977515, pz=829382.378973
px=845318.404156, py=708489.939628, pz=506823.012885
px=923068.087711, py=59800.106897, pz=990079.630318
px=429932.646955, py=118142.588995, pz=632513.330383
px=282959.776609, py=509882.403055, pz=524339.229899
px=668512.440988, py=887643.982112, pz=610726.473097
px=469675.604000, py=176347.987044, pz=981610.500321
px=531855.645363, py=54816.272815, pz=518837.964152
px=709223.391288, py=939566.846744, pz=693705.954391
px=962183.905729, py=775485.032900, pz=17113.994589
px=379729.338358, py=515087.675630, pz=174356.851764
px=651463.067009, py=373703.975214, pz=806540.990087
px=161352.453211, py=31510.941360, pz=296616.127970
px=236872.721136, py=646183.585461, pz=854528.267368
px=903090.117839, py=251656.237838, pz=631624.626832
px=860191.613109, py=99128.216820, pz=852925.237958
px=222244.166283, py=12157.059258, pz=543217.078742
px=818477.255075, py=251084.069801, pz=132657.720701
px=461610.344614, py=528979.095211, pz=374094.480154
px=765796.924172, py=662640.714113, pz=308927.922772
px=36628.913786, py=112212.104098, pz=403926.137517
px=51563.010216, py=353238.851079, pz=771042.221569
px=197388.785159, py=606934.633628, pz=334739.680047
px=807092.870779, py=397483.788183, pz=126146.013543
px=807340.142994, py=140035.053124, pz=968745.217778
px=542572.199700, py=965897.167061, pz=682723.526444
px=522511.313080, py=465340.140538, pz=44574.161364
px=530616.814493, py=961696.933219, pz=77378.977800
px=953509.946997, py=379922.231014, pz=556050.031816
px=716809.144837, py=568822.470733, pz=217621.936891
px=813559.538382, py=227405.805841, pz=803042.118255
px=600306.971151, py=917635.981832, pz=843729.104313
px=634825.349029, py=277397.090194, pz=578665.763704
px=33600.179192, py=533562.645358, pz=96257.214649
px=506497.665434, py=327965.911828, pz=118726.417634
px=876626.403031, py=601935.249937, pz=824037.864177
px=822791.012748, py=871067.865608, pz=695767.646110
px=545277.999466, py=692497.507703, pz=887442.082633
px=740328.788499, py=241152.042352, pz=345128.530776
px=705266.925871, py=97845.524277, pz=684539.145785
px=848016.113297, py=749572.657377, pz=317147.540761
px=605886.341985, py=440775.523253, pz=733649.054088
px=97239.721158, py=400709.272784, pz=300388.927147
px=672029.111524, py=58710.198011, pz=771436.168874
px=574814.837520, py=98458.559163, pz=67565.246823
px=61671.210697, py=376347.914981, pz=195226.444708
px=651513.459497, py=808679.726657, pz=627060.500583
px=59950.751279, py=136334.452608, pz=370187.983787
px=249966.561815, py=46871.004189, pz=872507.320208
px=891557.096079, py=74796.135391, pz=644238.512947
px=961222.038646, py=80754.506785, pz=132697.190282
px=633916.926153, py=769217.762230, pz=237564.008773
px=263743.769867, py=4412.350313, pz=432519.282417
px=386888.108958, py=305180.876774, pz=535200.318284
px=69645.831272, py=822315.403412, pz=763063.580892
px=931318.121101, py=531162.711445, pz=549331.362947
px=685635.743361, py=455279.495561, pz=943280.709424
px=909400.950489, py=151666.220545, pz=866755.009150
px=378711.625695, py=549168.948486, pz=361853.268099
px=186621.682676, py=201801.669177, pz=494652.315373
px=972689.024077, py=889725.117614, pz=773941.080361
px=542082.203632, py=761093.079977, pz=770503.281072
px=105784.597615, py=254712.393997, pz=394827.430604
px=249096.406479, py=954307.650199, pz=31451.208635
px=867617.734439, py=474759.355587, pz=184497.695533
px=839931.846337, py=535462.348661, pz=89914.291433
px=237476.811794, py=248469.507618, pz=14923.501310
px=428899.486334, py=275880.434492, pz=677001.120563
px=852575.751374, py=529560.563374, pz=482986.711988
px=783417.127772, py=214934.924253, pz=605775.325597
px=707883.909759, py=88291.222741, pz=582833.330869
px=103155.990752, py=225547.927098, pz=892400.210259
px=767030.641474, py=961322.540742, pz=173712.164305
px=513676.721375, py=429572.474269, pz=868206.573649
px=29872.517823, py=729407.547676, pz=600547.941312
px=374645.675407, py=476932.332166, pz=16781.137685
px=456452.507180, py=607682.237320, pz=856886.023878
px=110262.646821, py=526658.849235, pz=131493.819245
px=7488.583723, py=196698.251646, pz=90865.239302
px=152326.693842, py=240801.920497, pz=698452.673655
px=740111.984456, py=205078.180656, pz=858115.221609
px=43239.345966, py=198148.594424, pz=995271.524191
px=788117.086637, py=100467.392657, pz=47886.901853
px=512706.605623, py=552827.435611, pz=794908.553208
px=348175.890643, py=299142.108741, pz=71926.186105
px=336732.555708, py=225250.769464, pz=370438.442652
px=480504.989125, py=344557.302696, pz=738722.777685
px=145931.975252, py=979457.745298, pz=377820.086468
px=117986.082810, py=328504.511770, pz=704694.590706
px=159921.605909, py=163103.083770, pz=616780.215408
px=258014.918946, py=320130.679138, pz=280025.412816
px=444045.350669, py=381485.587151, pz=890347.352494
px=475443.189467, py=742068.743516, pz=252015.333238
px=207786.058121, py=363140.907620, pz=813253.396230
px=714788.976821, py=54623.821002, pz=409097.349582
px=794257.437416, py=577542.742123, pz=529870.583462
px=309326.480255, py=564927.975897, pz=142467.272736
px=251971.873029, py=635988.642310, pz=568330.747195
px=397555.976383, py=472291.189756, pz=373477.112413
px=638212.244628, py=409888.763727, pz=673918.476070
px=551760.095095, py=705093.547864, pz=272534.040465
px=731266.928854, py=547118.801842, pz=374473.783200
px=909955.813129, py=880868.898074, pz=204369.336362
px=494273.280353, py=148273.807588, pz=942461.310125
px=210204.132654, py=30424.801534, pz=848256.067685
px=374163.924640, py=24512.814969, pz=618900.886713
px=7178.570918, py=756205.152298, pz=167173.105548
px=789801.244190, py=470958.926830, pz=806289.730091
px=594608.292693, py=460055.261000, pz=990393.290668
px=664942.137870, py=196196.285814, pz=925492.190296
px=233544.158989, py=666445.933698, pz=278398.500597
px=277846.044133, py=215322.507744, pz=22708.786396
px=94566.240709, py=430580.491622, pz=94436.673293
px=867915.358210, py=968445.123704, pz=863100.528605
px=28842.290916, py=798494.346562, pz=753481.117294
px=377833.402680, py=457317.063036, pz=137156.064678
px=7926.757257, py=625898.366461, pz=568069.908431
px=579474.965544, py=678031.052305, pz=355983.113926
px=674580.306459, py=458106.502154, pz=406098.362131
px=298036.702274, py=300377.344394, pz=155813.201354
px=313186.261450, py=144344.937838, pz=964595.939528
px=457570.516016, py=132359.611774, pz=360127.840692
px=522856.727704, py=973371.988127, pz=963006.649385
px=426612.273494, py=297770.125929, pz=502000.074657
px=222623.041901, py=154592.191729, pz=909054.982676
px=817800.092292, py=672981.407485, pz=889697.097460
px=430359.712049, py=472310.191945, pz=404091.486472
px=843815.537441, py=858599.744169, pz=329506.278993
px=674081.722924, py=36180.823401, pz=137499.711708
px=123341.685987, py=889610.648193, pz=365684.061107
px=347294.795616, py=525773.167631, pz=21432.424037
px=236632.837728, py=300529.590190, pz=744524.674479
px=907818.339070, py=470525.287798, pz=102325.223595
px=991852.422521, py=534557.101239, pz=905291.572240
px=552765.421033, py=136873.303775, pz=702683.417176
px=974233.319028, py=284782.790776, pz=925052.921017
px=728610.784906, py=390708.509248, pz=693705.288971
px=397148.430808, py=599019.176197, pz=823282.501198
px=75603.685170, py=266224.053874, pz=803377.850343
px=628427.757880, py=267114.239045, pz=708440.543084
px=387539.337985, py=542831.998812, pz=903313.873193
px=196067.653347, py=188598.829320, pz=609262.894904
px=439024.585475, py=804241.783918, pz=793435.978386
px=402614.535456, py=1588.013942, pz=561189.573237
px=953151.281886, py=84968.667254, pz=266448.802222
px=820362.959197, py=770429.263894, pz=700154.880696
px=505273.598190, py=944071.043716, pz=761223.749622
px=55956.234419, py=990688.431351, pz=410017.148121
px=676627.609436, py=706770.059982, pz=712766.606576
px=644363.239460, py=936878.432286, pz=106610.319434
px=201329.428946, py=731107.166012, pz=796355.194427
px=216565.484364, py=173133.793710, pz=895809.698473
px=42924.016680, py=684538.802138, pz=800072.100099
px=973687.084440, py=646989.676428, pz=790452.052119
px=491443.634526, py=551160.371106, pz=386485.260610
px=322732.699908, py=14202.341329, pz=611183.107731
px=267507.105898, py=329053.882624, pz=774735.522177
px=962111.555597, py=819287.953815, pz=951163.950216
px=257130.497532, py=358426.369400, pz=348016.077860
px=480604.062042, py=638947.938323, pz=918302.412238
px=776335.077387, py=998966.196950, pz=315410.232510
px=163547.087554, py=432941.181134, pz=142580.249903
px=472950.728094, py=162281.645051, pz=430218.727206
px=96944.496586, py=730062.391436, pz=940238.787876
px=163458.660066, py=123704.319623, pz=95915.275752
px=10636.687802, py=896356.618271, pz=374679.051724
px=351229.263500, py=975826.528593, pz=464824.708750
px=6660.079853, py=29456.844948, pz=849631.322112
px=781626.729308, py=233639.605851, pz=834957.704315
px=485113.691419, py=255779.776239, pz=971518.796150
px=492976.125665, py=444681.083123, pz=775870.288384
px=894532.190869, py=307218.117607, pz=911945.517900
px=283316.454318, py=280853.171377, pz=996370.439737
px=133257.940955, py=888142.163774, pz=850725.605260
px=275270.062290, py=149820.283147, pz=825068.099495
px=589870.013064, py=636433.203578, pz=997928.318868
px=724673.957305, py=298182.236698, pz=64097.074130
px=868859.605994, py=799731.743967, pz=886900.678479
px=410679.956852, py=997501.354240, pz=902130.619716
px=263058.509438, py=332983.724723, pz=425066.803586
px=25063.837711, py=982708.142439, pz=95773.670257
px=844514.552932, py=396559.259975, pz=106463.557957
px=276411.166478, py=282580.682139, pz=493697.475988
px=161733.606566, py=851690.482989, pz=121434.058920
px=22776.270132, py=535810.255900, pz=804363.160372
px=710578.001840, py=924964.603399, pz=899959.894792
px=562987.639819, py=929807.302041, pz=36872.999220
px=315200.161610, py=765886.184170, pz=858829.908126
px=834683.750131, py=301791.327225, pz=814923.437248
px=558412.086554, py=740374.328977, pz=694402.006918
px=60342.135013, py=279455.084922, pz=55985.553828
px=466324.863717, py=598034.018395, pz=951928.170299
px=751144.664845, py=915927.195751, pz=146901.077753
px=727692.840915, py=387780.813182, pz=870074.268583
px=392118.439206, py=388264.607411, pz=397548.100061
px=734783.228726, py=145180.298203, pz=827316.326252
px=844254.280507, py=510207.081401, pz=712656.035070
px=793812.654050, py=371513.993458, pz=973709.561827
px=694272.222821, py=288334.181900, pz=11391.989700
px=349817.416274, py=165345.987170, pz=791574.361843
px=665100.447358, py=2715.387834, pz=331579.311845
px=204530.030642, py=361578.037248, pz=514701.183424
px=693818.447159, py=576417.155496, pz=144850.385721
px=648225.033339, py=70378.822186, pz=75233.741933
px=368001.482529, py=11430.769540, pz=53021.676200
px=802455.188862, py=494035.778331, pz=737681.215751
px=879130.537513, py=976757.103178, pz=712269.330135
px=61449.612664, py=866298.242848, pz=849776.288415
px=541055.516114, py=230138.112970, pz=376351.531302
px=849718.904539, py=172164.376421, pz=943528.295438
px=752209.116076, py=54880.769014, pz=14220.106564
px=671595.850326, py=169526.737457, pz=394131.973425
px=801383.522711, py=879141.539703, pz=625716.323450
px=232366.860541, py=889427.537130, pz=833809.518578
px=231310.726466, py=75493.021024, pz=628966.932459
px=118241.119422, py=778801.431530, pz=455577.667628
px=837516.215270, py=683341.927982, pz=623862.152213
px=459195.931500, py=990739.970208, pz=683162.891155
px=819925.827106, py=170161.081486, pz=675755.940081
px=839239.830181, py=708672.602994, pz=54516.186327
px=795480.718375, py=964625.189032, pz=576943.375943
px=724626.798247, py=198123.294741, pz=117693.996896
px=829048.226944, py=966063.320582, pz=463209.383535
px=424983.922359, py=239566.459130, pz=55077.221791
px=360478.448108, py=173574.072092, pz=686228.099305
px=399308.797165, py=6181.543310, pz=523895.424286
px=780279.125368, py=567580.209449, pz=442051.606571
px=866665.338967, py=727635.616738, pz=800925.653026
