px=783088.367893, py=798430.400920, pz=911640.923326
px=493826.788511, py=339068.644519, pz=702667.444470
px=143225.161703, py=119582.647541, pz=726134.081335
px=265813.806941, py=725764.093308, pz=590647.954072
px=276115.399091, py=792989.554505, pz=446641.927795
px=15700.469796, py=609171.978625, pz=819364.641992
px=500018.304784, py=467271.283151, pz=251968.663648
px=940827.488727, py=825889.044151, pz=258249.808792
px=844997.805041, py=625588.107960, pz=376624.911953
px=892306.424729, py=728891.498182, pz=956603.480676
px=165016.966120, py=11742.447546, pz=580045.740322
px=641180.874536, py=46842.808600, pz=656095.209783
px=460644.498378, py=839338.568084, pz=574207.801244
px=212641.155617, py=37408.315323, pz=269231.962836
px=40753.194747, py=511379.511116, pz=744049.043669
px=579489.852084, py=91317.580151, pz=381761.781605
px=683829.006278, py=196427.578046, pz=149877.900558
px=268076.050521, py=90363.423145, pz=214791.701676
px=657519.983580, py=647440.056429, pz=427701.403745
px=954226.354262, py=333825.323199, pz=437932.864153
px=256585.219001, py=417486.694334, pz=668461.788610
px=579961.672528, py=44362.547263, pz=919475.528863
px=470321.598056, py=287174.612166, pz=832219.329322
px=118123.193665, py=847948.514118, pz=984915.065844
px=670015.554418, py=827045.511813, pz=101448.828557
px=975367.221858, py=153925.993336, pz=595956.276593
px=742619.097666, py=846122.575152, pz=97542.830979
px=355501.995532, py=981967.291269, pz=44987.595278
px=30631.830288, py=529748.354165, pz=222726.690662
px=611088.148931, py=839857.302269, pz=602025.492202
px=462056.313642, py=132557.648349, pz=930648.369843
px=909672.887020, py=886017.995212, pz=259236.276819
px=217299.156126, py=271467.435290, pz=467526.735924
px=551300.063403, py=716237.927720, pz=927618.423709
px=95195.889888, py=815191.106898, pz=886729.740042
px=613803.135194, py=990156.422214, pz=796783.628048
px=116996.808443, py=291180.328781, pz=573073.565664
px=403538.928893, py=112982.563312, pz=400530.005418
px=100278.849383, py=416698.315003, pz=906118.714389
px=627210.282469, py=292548.770225, pz=461699.039055
px=576547.961162, py=773007.454045, pz=100706.351591
px=399058.054022, py=533634.211229, pz=599562.979191
px=546244.869620, py=551624.267530, pz=762161.355584
px=550490.267514, py=910713.954319, pz=120830.917368
px=93787.259260, py=44359.714716, pz=351815.599895
px=18559.016927, py=17516.077721, pz=204187.118787
px=401321.939937, py=518433.129785, pz=384040.826578
px=743784.696612, py=526749.395353, pz=15448.305932
px=3456.383778, py=64341.432018, pz=495407.174773
px=930861.351493, py=267571.968373, pz=405081.225755
px=679781.129701, py=155292.312821, pz=108606.647974
px=41279.521312, py=798468.958215, pz=672009.035032
px=448881.298710, py=325512.357474, pz=94918.601183
px=425890.419144, py=971034.017749, pz=247677.967027
px=174216.766103, py=170368.288606, pz=268343.905079
px=849848.516033, py=566726.607504, pz=614961.658700
px=770584.198886, py=463374.756923, pz=398290.310271
px=935282.120007, py=426898.780832, pz=590748.687229
px=822873.615991, py=148231.191558, pz=782624.821430
px=244064.001385, py=848901.626067, pz=656888.409170
px=488724.321366, py=993768.559218, pz=74054.496958
px=680169.092032, py=748759.844048, pz=961007.920151
px=989121.398648, py=528697.148220, pz=731935.818903
px=814782.412328, py=895119.822613, pz=645444.019079
px=234705.827719, py=247428.043579, pz=519636.238428
px=426422.239303, py=47069.191814, pz=306894.772953
px=581679.247976, py=783802.017527, pz=65847.945596
px=199194.181656, py=883286.352660, pz=673266.095915
px=94072.686123, py=48533.516056, pz=551676.939021
px=684792.402497, py=82563.260221, pz=980300.561814
px=815983.778428, py=515710.544564, pz=504953.398036
px=626097.084273, py=803427.894715, pz=138667.654459
px=716083.448601, py=660957.094258, pz=338921.264294
px=197158.011790, py=575198.072814, pz=556249.509313
px=521827.653311, py=554881.377748, pz=989045.194356
px=922649.887869, py=499269.297102, pz=674124.899529
px=444377.149027, py=655808.913273, pz=325207.038178
px=495287.621984, py=282829.671191, pz=300270.048381
px=905084.405844, py=515116.261738, pz=152411.990161
px=12297.929907, py=800700.608837, pz=129735.568361
px=102437.131080, py=387266.875533, pz=771570.267538
px=780975.100605, py=140682.521852, pz=905336.501925
px=946518.831039, py=33148.303479, pz=598771.471458
px=526052.790067, py=267610.797524, pz=737607.025284
px=186948.738167, py=910251.534774, pz=689501.943258
px=670591.938100, py=202325.711954, pz=259338.945330
px=173228.562126, py=156258.916223, pz=161129.198690
px=566610.225840, py=15487.389889, pz=517852.341658
px=566800.144140, py=787017.331307, pz=496428.154485
px=995728.076005, py=423958.118900, pz=149041.174634
px=862772.536089, py=370862.669173, pz=456667.438084
px=750020.192571, py=669909.862720, pz=517336.564502
px=401884.284301, py=63735.591686, pz=868460.724529
px=457043.017002, py=855410.893531, pz=482347.389933
px=62948.529590, py=215035.772307, pz=169105.683032
px=991078.066813, py=486639.515377, pz=264793.213601
px=895821.242477, py=79275.879170, pz=222226.785467
px=784012.397910, py=88202.620360, pz=590510.188829
px=563909.295360, py=939779.643826, pz=576042.637914
px=32000.104169, py=477879.851521, pz=569597.453632
px=859683.487432, py=859124.110695, pz=958770.943486
px=652823.794723, py=131998.247822, pz=917709.924753
px=628188.529855, py=852381.924713, pz=558283.936582
px=249265.426481, py=710799.746613, pz=563254.190231
px=59300.626635, py=723828.617525, pz=322960.107037
px=996431.413847, py=336494.180379, pz=374410.862110
px=503147.073158, py=80408.187516, pz=542242.974494
px=394260.014558, py=893896.394559, pz=660295.117760
px=149196.409337, py=559328.319734, pz=404.778832
px=755688.214840, py=753370.649482, pz=897531.084788
px=500058.523712, py=975925.852446, pz=808167.458664
px=32731.058019, py=113206.593380, pz=939108.504848
px=734820.037277, py=280592.284466, pz=125431.996228
px=257777.433531, py=476365.508373, pz=236070.814985
px=645684.545385, py=377373.562121, pz=747931.654940
px=314054.723478, py=297845.306029, pz=675748.252108
px=236533.042196, py=665811.900348, pz=366783.583889
px=421968.515845, py=627854.710774, pz=89914.349380
px=36489.015424, py=462030.383636, pz=248393.614867
px=904960.721610, py=777374.776712, pz=829547.346803
px=35764.151277, py=953268.390395, pz=906152.938681
px=925806.544775, py=723893.302980, pz=638849.274127
px=814973.386938, py=415141.512452, pz=972180.013190
px=851196.314966, py=284352.486070, pz=305560.395763
px=845318.592197, py=460533.365203, pz=896046.724410
px=253943.980540, py=703909.177916, pz=907736.693410
px=489651.103916, py=28650.522205, pz=349712.469272
px=88865.094141, py=744726.078298, pz=538195.224842
px=553104.017030, py=329285.444773, pz=226309.863296
px=995283.945463, py=903657.654568, pz=750227.840183
px=835343.871404, py=273724.164096, pz=979741.382368
px=163658.143669, py=429709.531656, pz=910256.698396
px=672775.863519, py=508859.160298, pz=386998.417225
px=286572.033414, py=395609.929855, pz=847698.999979
px=45449.858900, py=712309.011762, pz=975478.082781
px=296706.921731, py=201065.196249, pz=95338.644568
px=886742.102330, py=281399.722978, pz=749448.464840
px=790455.483901, py=330222.903465, pz=215640.414205
px=660522.055363, py=5913.997123, pz=271100.088698
px=762958.783269, py=182010.997860, pz=988600.413678
px=164406.442393, py=274334.342098, pz=133637.072861
px=946378.880261, py=995247.093640, pz=452399.143939
px=488734.055406, py=466846.024842, pz=395750.325563
px=664428.676283, py=519854.164723, pz=99257.793384
px=898463.012754, py=804615.731696, pz=395982.871221
px=170851.644298, py=479687.433354, pz=415523.067279
px=78130.028273, py=114054.300162, pz=812891.989634
px=864004.905424, py=997865.828201, pz=485248.271885
px=960857.662411, py=230135.988752, pz=88125.420500
px=595096.143735, py=164363.026489, pz=690908.965721
px=523262.240951, py=821767.172511, pz=960661.697852
px=857150.560860, py=865913.147133, pz=296823.609137
px=361117.715880, py=87777.992284, pz=364687.111171
px=277885.096853, py=34379.405177, pz=355911.482226
px=186568.838075, py=867970.882796, pz=86618.806426
px=333211.829275, py=679283.179968, pz=63586.236958
px=151021.800555, py=703116.759019, pz=938235.878278
px=316090.722928, py=508432.832303, pz=148071.052999
px=923356.121210, py=813166.462222, pz=412305.088142
px=474042.838999, py=298634.150833, pz=969058.881218
px=10620.288565, py=393946.247771, pz=867113.263832
px=528072.446196, py=69884.098136, pz=751431.357782
px=291170.475336, py=873405.369065, pz=699262.194422
px=232949.259653, py=154391.475032, pz=426540.613492
px=276192.230295, py=974860.243708, pz=299769.412027
px=291471.554826, py=695029.442957, pz=923884.248323
px=258414.898318, py=164648.543552, pz=35844.551567
px=375563.620866, py=495348.407300, pz=926735.131723
px=9347.355313, py=609733.331077, pz=605631.416852
px=244273.944987, py=450343.765510, pz=539538.234428
px=169588.127112, py=917355.884960, pz=20343.119903
px=584514.321018, py=527219.823185, pz=351555.277100
px=271247.527688, py=221536.748750, pz=574916.503014
px=551714.785700, py=764918.893866, pz=432357.596816
px=231249.815163, py=501169.394396, pz=208013.383995
px=335712.899105, py=235454.774264, pz=136963.340881
px=974390.421522, py=43410.627463, pz=270799.814015
px=261094.367318, py=192584.464888, pz=83579.514289
px=65580.182671, py=178432.833275, pz=107521.056246
px=226860.327674, py=967718.461678, pz=220053.642193
px=731953.394106, py=562855.610668, pz=440149.228275
px=392965.561230, py=656830.989882, pz=351103.296179
px=499950.578729, py=744673.223318, pz=942732.452536
px=741221.035012, py=29558.937957, pz=86793.402950
px=941709.810211, py=596954.953653, pz=326805.141253
px=556902.607346, py=672019.642916, pz=89740.568553
px=471570.959404, py=7718.800305, pz=980369.455501
px=819428.689695, py=257422.243950, pz=984250.578575
px=738016.258194, py=314390.634882, pz=578772.148647
px=571703.138311, py=815394.488990, pz=549514.245683
px=622204.393286, py=39137.949754, pz=221547.920625
px=649594.005575, py=910128.755077, pz=185981.785472
px=487972.914292, py=442658.852031, pz=324583.626935
px=865647.036395, py=23324.272025, pz=479311.012394
px=577202.456862, py=643380.366141, pz=663455.026146
px=499476.958185, py=240658.335462, pz=971051.582441
px=277612.137389, py=664506.962890, pz=604643.696276
px=101782.995105, py=13340.983370, pz=988370.808165
px=53608.619821, py=663082.145948, pz=534843.106156
px=830172.991147, py=745408.463355, pz=302599.324994
px=307024.624304, py=751290.831932, pz=477933.371370
px=25309.325719, py=590591.489893, pz=671130.410232
px=333854.675983, py=240195.869690, pz=143624.110974
px=663384.455246, py=640791.656819, pz=904312.123470
px=802255.091065, py=579673.462351, pz=612143.077108
px=804970.248734, py=234687.605953, pz=193680.946622
px=139224.580314, py=3862.466673, pz=825584.837012
px=804583.825645, py=533160.746604, pz=828984.117758
px=510392.671106, py=290420.163052, pz=18409.742851
px=816639.544524, py=912676.552864, pz=115574.162933
px=979659.985306, py=786999.329957, pz=919859.949480
px=81874.319687, py=315715.475418, pz=843303.468313
px=811995.717305, py=70809.165518, pz=858886.831080
px=490573.990190, py=742137.972758, pz=191505.330051
px=939914.153422, py=173089.046967, pz=599108.920554
px=401570.753637, py=489414.445429, pz=469671.265617
px=592874.854258, py=263759.625072, pz=139815.356188
px=508522.138752, py=906561.937935, pz=634525.306725
px=60838.450701, py=523212.027383, pz=890121.567019
px=25661.989559, py=55979.276568, pz=658648.497489
px=327275.916558, py=999493.062386, pz=416580.778847
px=38224.324663, py=135699.338737, pz=500891.997283
px=948202.131496, py=987253.567422, pz=866913.264856
px=509195.552386, py=226575.994275, pz=585840.090353
px=445025.858975, py=674781.117044, pz=786316.181271
px=423204.552487, py=986224.451791, pz=942373.914023
px=26784.481844, py=397873.754395, pz=916711.124477
px=711209.615080, py=685298.784865, pz=447561.100732
px=380537.555962, py=405036.284900, pz=786785.527733
px=258367.434002, py=974022.802644, pz=562404.347043
px=491233.590978, py=945749.801737, pz=590628.792779
px=375401.272622, py=150210.304957, pz=142949.939392
px=166701.327457, py=868905.823104, pz=423490.360029
px=429177.051299, py=537403.224782, pz=69013.229664
px=43816.709136, py=73717.760980, pz=464345.273527
px=317199.782245, py=758783.110089, pz=645459.375880
px=596500.494342, py=833171.186917, pz=546387.306678
px=58794.409191, py=205988.769582, pz=160248.255688
px=717039.984402, py=275929.396433, pz=822077.518727
px=196718.799511, py=265541.130852, pz=933300.183015
px=176177.197292, py=950703.739850, pz=327180.596578
px=670149.905612, py=342263.375884, pz=220451.804475
px=307970.324273, py=144155.487891, pz=183500.817324
px=69108.703611, py=444348.038361, pz=495971.928960
px=850997.101982, py=979041.399195, pz=428028.878892
px=952302.374972, py=74453.165101, pz=87563.023892
px=553781.480953, py=824034.376246, pz=165368.616137
px=120759.509849, py=410644.564505, pz=758960.158331
px=389887.360140, py=299663.683963, pz=485052.054857
px=413511.580585, py=34025.361026, pz=799908.033232
px=264500.968409, py=99848.706886, pz=133320.494228
px=458652.693782, py=347813.728893, pz=805108.247261
px=976401.736297, py=416607.704378, pz=981631.946210
px=962114.644375, py=548047.511080, pz=689188.373983
px=723512.172080, py=536559.329113, pz=145122.989526
px=81785.288867, py=201900.286868, pz=812815.773133
px=160984.127041, py=970603.975243, pz=741159.494847
px=37341.484223, py=775016.321342, pz=266618.902353
px=206422.066352, py=423973.649546, pz=621979.309063
px=220666.635070, py=647025.451072, pz=80160.477553
px=39751.482290, py=695524.545084, pz=469031.247676
px=329890.516375, py=65911.547122, pz=248030.590377
px=950859.900422, py=472791.570124, pz=733170.876420
px=214421.005426, py=428716.086449, pz=811554.528601
px=461459.123455, py=627240.128545, pz=476054.816676
px=341254.008108, py=116508.234991, pz=240590.143328
px=564188.974978, py=752385.520531, pz=703084.496271
px=480371.191633, py=579565.976244, pz=140029.959941
px=925483.969346, py=991884.677149, pz=453252.320694
px=438233.200304, py=860213.276662, pz=685534.439638
px=457149.604285, py=379006.569169, pz=571581.550271
px=919163.974613, py=451172.719895, pz=889252.651586
px=396992.189671, py=524896.528933, pz=782523.823435
px=262365.233913, py=958284.915089, pz=366507.381158
px=421441.023225, py=301397.122204, pz=897124.282764
px=659444.763083, py=652388.215604, pz=824848.624429
px=421384.362052, py=866315.677722, pz=118732.246071
px=349772.636136, py=919407.932914, pz=744833.783853
px=776041.477982, py=30164.521796, pz=235391.108234
px=650919.888315, py=802074.318181, pz=306767.651831
px=256890.183853, py=281645.780305, pz=387987.370116
px=860290.855249, py=801054.471547, pz=35742.773398
px=198942.534229, py=440807.761117, pz=468811.904334
px=248126.915802, py=642048.079562, pz=798679.938118
px=243244.252654, py=454642.951055, pz=814885.588818
px=672175.747593, py=975026.665823, pz=77964.970858
px=724194.384857, py=468476.785504, pz=780141.312154
px=757494.818977, py=52483.078956, pz=109340.366503
px=630643.898966, py=894525.763932, pz=173698.558902
px=88034.117148, py=359981.471849, pz=385712.363427
px=853849.030081, py=354767.320043, pz=531121.299604
px=837412.519397, py=40365.079553, pz=17831.284032
px=992002.223082, py=282528.434036, pz=873204.698312
px=515207.671626, py=581194.414995, pz=715413.797917
px=644802.126318, py=57299.548669, pz=588799.102851
px=560193.895455, py=360566.349652, pz=531140.579214
px=922493.888851, py=496814.547189, pz=207709.295882
px=984380.762439, py=517023.575578, pz=325859.186268
px=909321.983508, py=360192.214980, pz=566901.694862
px=270208.110143, py=962333.060825, pz=216789.848783
px=337209.245308, py=386025.248114, pz=842847.179171
px=161485.532398, py=482377.597128, pz=724554.780944
px=856135.107594, py=987326.117259, pz=995287.988618
px=388838.531062, py=393160.914062, pz=895421.907774
px=459768.108580, py=358816.630835, pz=560019.849303
px=198930.857288, py=747146.844017, pz=133313.034301
px=541068.574428, py=772380.894364, pz=835395.983631
px=404952.962501, py=500654.348795, pz=578866.942385
px=453668.024885, py=769293.281487, pz=283170.021978
px=52923.929527, py=755023.766904, pz=218133.289146
px=767612.089241, py=230684.495413, pz=287896.250695
px=393778.040023, py=133100.292845, pz=285943.081502
px=264524.794706, py=285540.589101, pz=138581.324324
px=515330.823828, py=653282.025365, pz=940260.271226
px=566238.278406, py=961848.096607, pz=382628.763805
px=69957.407104, py=742087.410582, pz=216930.077610
px=504836.233368, py=118120.130100, pz=252220.055785
px=340665.817378, py=680655.783803, pz=217860.058291
px=853665.000823, py=787923.111379, pz=391177.667469
px=589424.407583, py=174326.695070, pz=92651.726748
px=190305.662624, py=580807.107063, pz=994627.481154
px=415693.777559, py=680330.919274, pz=598020.754992
px=791253.213944, py=405548.857528, pz=134464.613923
px=266192.926457, py=403442.800021, pz=669058.594429
px=578467.752759, py=552931.320588, pz=734671.845294
px=877488.625546, py=53546.124669, pz=135581.436721
px=555516.484307, py=9943.887759, pz=364187.881237
px=78426.754523, py=319771.195399, pz=27833.311850
px=139073.471400, py=954690.928450, pz=742553.246650
px=251629.741002, py=266297.315244, pz=479008.709287
px=364436.871367, py=520843.291114, pz=780178.765190
px=750667.562022, py=862083.348415, pz=828314.087669
px=3049.098819, py=706572.244588, pz=14346.757277
px=411364.951534, py=663283.703580, pz=464806.571068
px=142320.272062, py=579590.085575, pz=848475.549521
px=544833.934968, py=440735.605949, pz=829288.418286
px=499874.660813, py=594715.163497, pz=647055.609599
px=494629.306985, py=25642.696110, pz=978772.644892
px=357789.051322, py=743125.102722, pz=127592.467264
px=180744.591953, py=958767.936494, pz=963764.059385
px=138862.629568, py=809026.854400, pz=656490.536180
px=242974.357322, py=8575.825559, pz=647422.759432
px=285212.415823, py=807106.451230, pz=512854.346160
px=601106.801311, py=645561.789680, pz=397693.398407
px=368696.497586, py=261652.704672, pz=207212.314191
px=245576.320877, py=791503.480555, pz=612037.758523
px=98683.193728, py=689759.300970, pz=329886.314571
px=657260.834535, py=771352.059483, pz=286417.122092
px=153226.995256, py=382764.289319, pz=708812.156582
px=644411.358721, py=966207.844267, pz=897697.217690
px=764376.473470, py=926701.676416, pz=2271.411926
px=147297.132975, py=316126.729410, pz=442636.646090
px=957.910530, py=886879.193891, pz=993134.377326
px=313537.307340, py=383801.018371, pz=362205.582681
px=885717.621405, py=930061.086984, pz=319304.304544
px=665155.641269, py=862416.545053, pz=931627.129095
px=996588.360295, py=226939.053842, pz=102305.772430
px=972195.591945, py=482779.445346, pz=459122.718354
px=316998.480398, py=972742.752179, pz=151646.354422
px=433857.798440, py=7955.062949, pz=859788.966572
px=320537.697397, py=498341.814405, pz=850643.022000
px=454011.330008, py=241724.757850, pz=489580.762747
px=115786.963028, py=374986.086974, pz=568660.272058
px=652938.269310, py=284304.899419, pz=294748.103983
px=189140.960368, py=735518.110773, pz=593232.455615
px=617554.252495, py=824440.090556, pz=56573.046247
px=654893.865304, py=760527.307937, pz=520834.891501
px=229650.724234, py=276344.449385, pz=829066.282285
px=449464.481830, py=899227.963658, pz=432176.904532
px=591471.323362, py=373558.848946, pz=138853.115492
px=91262.458842, py=163051.781165, pz=909686.699182
px=167622.494440, py=384308.038600, pz=945597.597417
px=150846.069581, py=723217.551435, pz=703948.368764
px=394498.020884, py=457418.355114, pz=640680.732835
