px=690627.298383, py=422483.276441, pz=206265.257545
px=927324.124067, py=976405.242626, pz=574350.614605
px=987269.031746, py=14987.239735, pz=564039.364476
px=784483.476614, py=441819.753265, pz=896578.389816
px=421548.298590, py=278398.757039, pz=210921.271945
px=470668.830781, py=957317.668470, pz=737894.046611
px=779964.854597, py=318070.724435, pz=616215.633836
px=382216.004376, py=894030.185273, pz=965489.312787
px=235323.799122, py=888598.006720, pz=77107.562562
px=417399.284902, py=108011.386139, pz=932844.521542
px=4959.606404, py=473891.968306, pz=134886.755583
px=26375.735856, py=896462.514014, pz=870164.487424
px=436462.228922, py=384950.304829, pz=427769.862976
px=905885.588637, py=605724.771464, pz=406335.500209
px=737906.803455, py=566745.201291, pz=373295.924868
px=200738.640575, py=818895.734099, pz=681788.578410
px=374582.625979, py=570621.415801, pz=622553.009950
px=901161.031326, py=888387.254541, pz=53292.796589
px=51903.444051, py=864659.868986, pz=42548.915558
px=810172.896794, py=158237.263434, pz=423819.833719
px=137305.802346, py=602728.049197, pz=742075.757799
px=112537.766212, py=833505.424184, pz=993123.025141
px=349169.838248, py=197833.664603, pz=121558.307843
px=756243.256291, py=311628.304553, pz=176239.577187
px=759139.666088, py=168672.808768, pz=521426.914095
px=135167.965876, py=449792.341150, pz=770309.943008
px=123441.356660, py=945957.052576, pz=801580.983376
px=1024.758767, py=488097.484771, pz=204346.143078
px=799603.003281, py=416376.857399, pz=60979.743849
px=967428.401463, py=468097.354761, pz=307035.998252
px=77414.796041, py=986781.844372, pz=829701.587434
px=629663.979790, py=125958.287692, pz=556531.507206
px=867855.307914, py=738821.593993, pz=748930.810141
px=914818.576635, py=746138.070689, pz=125637.767641
px=297633.473510, py=655397.614836, pz=576389.452122
px=623956.883962, py=207560.337117, pz=700824.172040
px=117510.616195, py=686297.662250, pz=112805.803464
px=298046.946566, py=723522.093490, pz=356394.084702
px=837484.727407, py=707036.823001, pz=305825.968227
px=164412.135257, py=761931.099884, pz=209870.670332
px=833544.184698, py=463164.823277, pz=632112.008312
px=953537.427624, py=370840.614772, pz=488772.406900
px=326469.601241, py=625748.314141, pz=24888.292481
px=847935.320206, py=570409.995008, pz=570470.171351
px=384007.014441, py=878808.189334, pz=517784.770989
px=903068.915830, py=201001.766702, pz=50293.101821
px=995966.762335, py=871323.390860, pz=678416.166702
px=609372.486856, py=896063.294438, pz=793823.374138
px=919340.744494, py=396032.478395, pz=600006.214121
px=513234.340627, py=140852.321359, pz=287353.338457
px=5128.827233, py=158993.198462, pz=85631.406521
px=307294.824047, py=561554.744867, pz=134374.181941
px=408651.367742, py=925133.024752, pz=549625.312961
px=781033.854328, py=455625.180937, pz=84291.825348
px=723855.055105, py=884793.562298, pz=557000.883883
px=886283.999475, py=863535.104982, pz=727533.226075
px=977806.060993, py=559454.657453, pz=621740.509270
px=245644.532690, py=50115.425268, pz=272807.668632
px=956776.386715, py=986619.479352, pz=260660.082889
px=853357.111377, py=583692.621122, pz=686037.033412
px=255334.035821, py=636086.977510, pz=829382.378974
px=845318.404157, py=708489.939628, pz=506823.012886
px=923068.087711, py=59800.106901, pz=990079.630314
px=429932.646957, py=118142.588993, pz=632513.330378
px=282959.776609, py=509882.403053, pz=524339.229897
px=668512.440989, py=887643.982109, pz=610726.473098
px=469675.604002, py=176347.987043, pz=981610.500318
px=531855.645361, py=54816.272817, pz=518837.964148
px=709223.391289, py=939566.846741, pz=693705.954392
px=962183.905727, py=775485.032899, pz=17113.994591
px=379729.338358, py=515087.675628, pz=174356.851765
px=651463.067008, py=373703.975216, pz=806540.990089
px=161352.453212, py=31510.941364, pz=296616.127970
px=236872.721138, py=646183.585460, pz=854528.267369
px=903090.117837, py=251656.237836, pz=631624.626827
px=860191.613109, py=99128.216821, pz=852925.237958
px=222244.166285, py=12157.059263, pz=543217.078744
px=818477.255076, py=251084.069800, pz=132657.720701
px=461610.344615, py=528979.095210, pz=374094.480156
px=765796.924170, py=662640.714116, pz=308927.922775
px=36628.913790, py=112212.104101, pz=403926.137514
px=51563.010217, py=353238.851081, pz=771042.221566
px=197388.785159, py=606934.633629, pz=334739.680048
px=807092.870779, py=397483.788180, pz=126146.013542
px=807340.142994, py=140035.053120, pz=968745.217776
px=542572.199700, py=965897.167058, pz=682723.526444
px=522511.313079, py=465340.140536, pz=44574.161367
px=530616.814492, py=961696.933217, pz=77378.977803
px=953509.946991, py=379922.231014, pz=556050.031817
px=716809.144835, py=568822.470735, pz=217621.936893
px=813559.538381, py=227405.805843, pz=803042.118255
px=600306.971151, py=917635.981831, pz=843729.104314
px=634825.349026, py=277397.090192, pz=578665.763704
px=33600.179194, py=533562.645355, pz=96257.214651
px=506497.665430, py=327965.911829, pz=118726.417639
px=876626.403026, py=601935.249937, pz=824037.864177
px=822791.012746, py=871067.865609, pz=695767.646107
px=545277.999464, py=692497.507702, pz=887442.082631
px=740328.788500, py=241152.042353, pz=345128.530777
px=705266.925871, py=97845.524281, pz=684539.145785
px=848016.113296, py=749572.657379, pz=317147.540760
px=605886.341986, py=440775.523254, pz=733649.054089
px=97239.721161, py=400709.272782, pz=300388.927147
px=672029.111524, py=58710.198010, pz=771436.168872
px=574814.837518, py=98458.559164, pz=67565.246824
px=61671.210699, py=376347.914979, pz=195226.444709
px=651513.459498, py=808679.726658, pz=627060.500582
px=59950.751284, py=136334.452608, pz=370187.983785
px=249966.561814, py=46871.004191, pz=872507.320205
px=891557.096076, py=74796.135393, pz=644238.512945
px=961222.038643, py=80754.506787, pz=132697.190281
px=633916.926151, py=769217.762228, pz=237564.008780
px=263743.769868, py=4412.350316, pz=432519.282418
px=386888.108958, py=305180.876774, pz=535200.318284
px=69645.831275, py=822315.403411, pz=763063.580889
px=931318.121101, py=531162.711443, pz=549331.362950
px=685635.743361, py=455279.495562, pz=943280.709421
px=909400.950488, py=151666.220546, pz=866755.009152
px=378711.625691, py=549168.948486, pz=361853.268101
px=186621.682675, py=201801.669179, pz=494652.315376
px=972689.024075, py=889725.117611, pz=773941.080359
px=542082.203632, py=761093.079976, pz=770503.281071
px=105784.597620, py=254712.393994, pz=394827.430603
px=249096.406478, py=954307.650197, pz=31451.208637
px=867617.734438, py=474759.355587, pz=184497.695533
px=839931.846336, py=535462.348660, pz=89914.291436
px=237476.811796, py=248469.507618, pz=14923.501314
px=428899.486333, py=275880.434490, pz=677001.120563
px=852575.751374, py=529560.563372, pz=482986.711990
px=783417.127770, py=214934.924253, pz=605775.325595
px=707883.909760, py=88291.222742, pz=582833.330869
px=103155.990753, py=225547.927097, pz=892400.210258
px=767030.641472, py=961322.540738, pz=173712.164307
px=513676.721373, py=429572.474270, pz=868206.573650
px=29872.517826, py=729407.547675, pz=600547.941312
px=374645.675409, py=476932.332166, pz=16781.137689
px=456452.507179, py=607682.237320, pz=856886.023879
px=110262.646824, py=526658.849233, pz=131493.819241
px=7488.583728, py=196698.251645, pz=90865.239303
px=152326.693843, py=240801.920496, pz=698452.673654
px=740111.984458, py=205078.180656, pz=858115.221611
px=43239.345967, py=198148.594424, pz=995271.524186
px=788117.086637, py=100467.392656, pz=47886.901858
px=512706.605620, py=552827.435611, pz=794908.553207
px=348175.890643, py=299142.108741, pz=71926.186105
px=336732.555706, py=225250.769463, pz=370438.442655
px=480504.989125, py=344557.302696, pz=738722.777685
px=145931.975252, py=979457.745293, pz=377820.086466
px=117986.082811, py=328504.511770, pz=704694.590705
px=159921.605910, py=163103.083769, pz=616780.215410
px=258014.918945, py=320130.679136, pz=280025.412817
px=444045.350671, py=381485.587149, pz=890347.352492
px=475443.189467, py=742068.743515, pz=252015.333237
px=207786.058122, py=363140.907620, pz=813253.396228
px=714788.976822, py=54623.821005, pz=409097.349581
px=794257.437420, py=577542.742123, pz=529870.583464
px=309326.480254, py=564927.975895, pz=142467.272732
px=251971.873028, py=635988.642313, pz=568330.747197
px=397555.976382, py=472291.189755, pz=373477.112417
px=638212.244626, py=409888.763726, pz=673918.476069
px=551760.095092, py=705093.547865, pz=272534.040463
px=731266.928854, py=547118.801843, pz=374473.783200
px=909955.813127, py=880868.898071, pz=204369.336363
px=494273.280353, py=148273.807587, pz=942461.310120
px=210204.132657, py=30424.801538, pz=848256.067685
px=374163.924640, py=24512.814972, pz=618900.886713
px=7178.570918, py=756205.152292, pz=167173.105551
px=789801.244189, py=470958.926832, pz=806289.730089
px=594608.292694, py=460055.261000, pz=990393.290664
px=664942.137868, py=196196.285815, pz=925492.190292
px=233544.158991, py=666445.933697, pz=278398.500596
px=277846.044132, py=215322.507738, pz=22708.786401
px=94566.240712, py=430580.491626, pz=94436.673295
px=867915.358212, py=968445.123700, pz=863100.528607
px=28842.290922, py=798494.346564, pz=753481.117293
px=377833.402680, py=457317.063034, pz=137156.064678
px=7926.757261, py=625898.366460, pz=568069.908430
px=579474.965542, py=678031.052315, pz=355983.113931
px=674580.306458, py=458106.502154, pz=406098.362129
px=298036.702272, py=300377.344393, pz=155813.201352
px=313186.261450, py=144344.937838, pz=964595.939523
px=457570.516014, py=132359.611772, pz=360127.840692
px=522856.727702, py=973371.988126, pz=963006.649383
px=426612.273496, py=297770.125931, pz=502000.074653
px=222623.041901, py=154592.191729, pz=909054.982673
px=817800.092292, py=672981.407486, pz=889697.097455
px=430359.712049, py=472310.191946, pz=404091.486472
px=843815.537441, py=858599.744170, pz=329506.278994
px=674081.722923, py=36180.823403, pz=137499.711706
px=123341.685991, py=889610.648191, pz=365684.061107
px=347294.795613, py=525773.167631, pz=21432.424047
px=236632.837730, py=300529.590191, pz=744524.674480
px=907818.339068, py=470525.287799, pz=102325.223598
px=991852.422516, py=534557.101239, pz=905291.572239
px=552765.421035, py=136873.303774, pz=702683.417173
px=974233.319024, py=284782.790776, pz=925052.921016
px=728610.784905, py=390708.509247, pz=693705.288969
px=397148.430807, py=599019.176198, pz=823282.501196
px=75603.685168, py=266224.053874, pz=803377.850343
px=628427.757879, py=267114.239044, pz=708440.543084
px=387539.337981, py=542831.998811, pz=903313.873191
px=196067.653346, py=188598.829317, pz=609262.894904
px=439024.585475, py=804241.783918, pz=793435.978384
px=402614.535455, py=1588.013945, pz=561189.573236
px=953151.281883, py=84968.667256, pz=266448.802219
px=820362.959194, py=770429.263893, pz=700154.880695
px=505273.598190, py=944071.043713, pz=761223.749620
px=55956.234422, py=990688.431346, pz=410017.148122
px=676627.609435, py=706770.059983, pz=712766.606577
px=644363.239458, py=936878.432283, pz=106610.319437
px=201329.428947, py=731107.166011, pz=796355.194427
px=216565.484363, py=173133.793710, pz=895809.698470
px=42924.016684, py=684538.802138, pz=800072.100099
px=973687.084437, py=646989.676426, pz=790452.052118
px=491443.634525, py=551160.371105, pz=386485.260608
px=322732.699908, py=14202.341333, pz=611183.107731
px=267507.105897, py=329053.882622, pz=774735.522175
px=962111.555595, py=819287.953815, pz=951163.950214
px=257130.497529, py=358426.369399, pz=348016.077860
px=480604.062043, py=638947.938322, pz=918302.412236
px=776335.077385, py=998966.196946, pz=315410.232509
px=163547.087554, py=432941.181134, pz=142580.249899
px=472950.728094, py=162281.645052, pz=430218.727207
px=96944.496589, py=730062.391437, pz=940238.787872
px=163458.660066, py=123704.319624, pz=95915.275755
px=10636.687807, py=896356.618270, pz=374679.051725
px=351229.263501, py=975826.528589, pz=464824.708751
px=6660.079852, py=29456.844950, pz=849631.322112
px=781626.729308, py=233639.605853, pz=834957.704314
px=485113.691419, py=255779.776237, pz=971518.796146
px=492976.125667, py=444681.083124, pz=775870.288383
px=894532.190867, py=307218.117608, pz=911945.517899
px=283316.454317, py=280853.171376, pz=996370.439733
px=133257.940955, py=888142.163772, pz=850725.605260
px=275270.062290, py=149820.283146, pz=825068.099493
px=589870.013064, py=636433.203577, pz=997928.318864
px=724673.957305, py=298182.236696, pz=64097.074131
px=868859.605994, py=799731.743968, pz=886900.678477
px=410679.956853, py=997501.354236, pz=902130.619716
px=263058.509434, py=332983.724724, pz=425066.803585
px=25063.837712, py=982708.142437, pz=95773.670259
px=844514.552931, py=396559.259973, pz=106463.557960
px=276411.166478, py=282580.682139, pz=493697.475988
px=161733.606565, py=851690.482989, pz=121434.058922
px=22776.270134, py=535810.255897, pz=804363.160369
px=710578.001841, py=924964.603397, pz=899959.894789
px=562987.639817, py=929807.302037, pz=36872.999222
px=315200.161611, py=765886.184170, pz=858829.908125
px=834683.750130, py=301791.327227, pz=814923.437245
px=558412.086554, py=740374.328978, pz=694402.006917
px=60342.135015, py=279455.084919, pz=55985.553830
px=466324.863716, py=598034.018395, pz=951928.170293
px=751144.664843, py=915927.195750, pz=146901.077753
px=727692.840916, py=387780.813181, pz=870074.268584
px=392118.439203, py=388264.607412, pz=397548.100061
px=734783.228726, py=145180.298203, pz=827316.326251
px=844254.280505, py=510207.081400, pz=712656.035069
px=793812.654044, py=371513.993471, pz=973709.561834
px=694272.222819, py=288334.181899, pz=11391.989704
px=349817.416273, py=165345.987170, pz=791574.361845
px=665100.447359, py=2715.387838, pz=331579.311845
px=204530.030641, py=361578.037245, pz=514701.183422
px=693818.447155, py=576417.155496, pz=144850.385719
px=648225.033336, py=70378.822189, pz=75233.741935
px=368001.482529, py=11430.769543, pz=53021.676202
px=802455.188863, py=494035.778333, pz=737681.215752
px=879130.537508, py=976757.103175, pz=712269.330135
px=61449.612667, py=866298.242850, pz=849776.288415
px=541055.516114, py=230138.112977, pz=376351.531295
px=849718.904539, py=172164.376421, pz=943528.295436
px=752209.116074, py=54880.769015, pz=14220.106567
px=671595.850325, py=169526.737456, pz=394131.973423
px=801383.522710, py=879141.539699, pz=625716.323448
px=232366.860542, py=889427.537127, pz=833809.518577
px=231310.726466, py=75493.021025, pz=628966.932457
px=118241.119425, py=778801.431527, pz=455577.667629
px=837516.215270, py=683341.927982, pz=623862.152215
px=459195.931500, py=990739.970203, pz=683162.891156
px=819925.827105, py=170161.081485, pz=675755.940080
px=839239.830182, py=708672.602995, pz=54516.186330
px=795480.718374, py=964625.189029, pz=576943.375944
px=724626.798246, py=198123.294740, pz=117693.996899
px=829048.226943, py=966063.320579, pz=463209.383536
px=424983.922358, py=239566.459133, pz=55077.221795
px=360478.448111, py=173574.072093, pz=686228.099305
px=399308.797165, py=6181.543316, pz=523895.424287
px=780279.125366, py=567580.209447, pz=442051.606571
px=866665.338970, py=727635.616738, pz=800925.653024
