px=690627.298384, py=422483.276441, pz=206265.257547
px=359989.934078, py=975206.810345, pz=790880.894430
px=979470.099251, py=279478.638358, pz=894763.349734
px=439424.406769, py=904492.361499, pz=162965.792143
px=823437.341124, py=554989.853574, pz=925574.241728
px=501825.357605, py=704288.591037, pz=762660.217170
px=119295.614270, py=179906.097286, pz=765301.793107
px=228583.876312, py=500373.767378, pz=249388.603626
px=363873.567019, py=216459.957647, pz=821532.891030
px=439230.178207, py=713887.999422, pz=136618.402761
px=601654.247590, py=630957.318233, pz=230496.729321
px=68291.471938, py=269303.702579, pz=353362.799664
px=860695.473692, py=323653.989047, pz=419613.690412
px=84742.471628, py=985284.243845, pz=660534.556703
px=157148.400067, py=541948.766346, pz=99785.112330
px=389012.914324, py=649198.742582, pz=551638.557952
px=377422.645019, py=328885.003814, pz=757920.710921
px=591893.795872, py=594400.533306, pz=422926.395536
px=276340.198905, py=107443.945492, pz=389952.248309
px=334999.934271, py=116019.172000, pz=83379.402374
px=321526.720056, py=540524.636171, pz=983237.694213
px=511517.204122, py=228674.540645, pz=737971.175019
px=853070.954135, py=299829.082775, pz=625609.842854
px=306012.628885, py=779779.586234, pz=949071.402146
px=272212.964036, py=6268.624051, pz=115233.219535
px=149646.905301, py=896350.312241, pz=67024.318258
px=276721.235959, py=977722.893472, pz=575305.386399
px=51508.156499, py=532051.122273, pz=949542.436099
px=978828.990436, py=33136.701037, pz=955296.566865
px=10049.016809, py=404133.103016, pz=216471.849496
px=546320.794061, py=722425.999126, pz=920101.002594
px=35144.844994, py=137342.560722, pz=869589.184854
px=820626.367854, py=790149.276637, pz=990957.202851
px=732212.090628, py=94979.254957, pz=565930.335232
px=435477.947549, py=691116.842060, pz=923936.094505
px=249087.779846, py=344882.428144, pz=528242.704894
px=153245.690833, py=438725.826904, pz=727756.897298
px=701240.557245, py=536915.005246, pz=612283.252447
px=74428.933501, py=498655.757361, pz=115090.418149
px=935259.089579, py=26253.612938, pz=218502.463289
px=104993.914246, py=748432.545602, pz=599688.390448
px=107601.065720, py=983118.886348, pz=420775.118387
px=494141.539071, py=158125.338281, pz=709502.410494
px=233769.931925, py=182553.735644, pz=751431.274313
px=520552.468214, py=765406.068859, pz=825605.465981
px=179582.986706, py=351995.840558, pz=801270.213970
px=2437.472387, py=696392.287213, pz=946184.676889
px=92796.684886, py=186161.836169, pz=760801.497644
px=691932.244449, py=721033.711071, pz=354091.544040
px=637317.107231, py=273007.783269, pz=643091.763095
px=326374.927492, py=772632.567724, pz=870693.862312
px=491583.260810, py=128781.569472, pz=717281.710647
px=333744.667273, py=282788.792027, pz=775283.363746
px=520037.716311, py=991409.039910, pz=190236.894964
px=789320.353986, py=627824.886679, pz=178073.140921
px=674833.782216, py=965163.784374, pz=874701.591721
px=86194.631745, py=252696.881456, pz=162874.886548
px=502608.203282, py=49976.750871, pz=657129.164956
px=42092.075538, py=249871.631621, pz=328203.762532
px=541256.621108, py=274893.550695, pz=200916.154786
px=931013.554413, py=193657.656091, pz=818795.712118
px=728515.319350, py=107658.065148, pz=331483.905762
px=653151.028552, py=979384.510120, pz=539352.716848
px=214441.226052, py=120766.655690, pz=215894.329186
px=440331.754817, py=276046.351188, pz=160864.251978
px=719038.217317, py=684143.503251, pz=478291.095038
px=108879.352760, py=344327.518164, pz=189675.801658
px=230289.958241, py=977000.996755, pz=791060.036957
px=524354.026723, py=920354.421472, pz=809214.425043
px=846036.525787, py=640348.280489, pz=491759.262263
px=641070.582206, py=863751.155884, pz=543076.175957
px=281206.839817, py=214342.233660, pz=232966.703582
px=912818.294521, py=978145.211593, pz=465959.882837
px=268366.348300, py=187140.921364, pz=919561.185879
px=457398.695997, py=460008.124184, pz=49911.344273
px=687522.774606, py=867230.275154, pz=550315.743320
px=697404.741465, py=603162.503530, pz=217108.310888
px=99627.891823, py=743106.921864, pz=537765.391992
px=914702.464401, py=758375.790036, pz=224855.313345
px=726356.160548, py=274656.982517, pz=69290.790340
px=809658.914555, py=575695.062852, pz=528769.230394
px=95434.888689, py=78189.798006, pz=171328.802341
px=638182.038141, py=451213.822449, pz=126520.034750
px=125509.256931, py=858144.265542, pz=622769.177149
px=557057.992424, py=339514.254009, pz=915174.077511
px=533785.281996, py=804388.753182, pz=219469.460183
px=897044.792200, py=640796.058055, pz=192142.409032
px=839153.150236, py=866875.546046, pz=736586.358715
px=886842.636813, py=693313.495931, pz=450559.493305
px=888021.197790, py=585425.427351, pz=749392.682143
px=904477.763517, py=86747.648007, pz=135724.689812
px=246713.604748, py=749902.043636, pz=810720.509751
px=282186.424104, py=950834.041251, pz=762774.920445
px=714175.315430, py=863224.347619, pz=494730.882738
px=476092.769727, py=809493.592576, pz=427548.912114
px=190779.640674, py=261493.494655, pz=531016.335933
px=982137.925597, py=434904.050834, pz=563661.250954
px=540730.264050, py=433874.977872, pz=23287.966882
px=506563.461754, py=126615.045830, pz=843163.172215
px=555426.652236, py=662984.705466, pz=246295.351133
px=353325.532347, py=102011.173407, pz=693069.926420
px=66095.999889, py=218104.692011, pz=987890.671005
px=813568.851016, py=31810.142413, pz=117640.136449
px=912590.211440, py=385623.129950, pz=286976.027747
px=927324.124080, py=976405.242631, pz=574350.614609
px=987269.031746, py=14987.239736, pz=564039.364477
px=784483.476615, py=441819.753266, pz=896578.389816
px=421548.298590, py=278398.757038, pz=210921.271944
px=470668.830781, py=957317.668470, pz=737894.046610
px=779964.854596, py=318070.724433, pz=616215.633832
px=382216.004378, py=894030.185275, pz=965489.312786
px=235323.799122, py=888598.006721, pz=77107.562562
px=417399.284905, py=108011.386135, pz=932844.521543
px=4959.606406, py=473891.968307, pz=134886.755585
px=26375.735855, py=896462.514015, pz=870164.487424
px=436462.228921, py=384950.304833, pz=427769.862978
px=905885.588639, py=605724.771463, pz=406335.500211
px=737906.803453, py=566745.201291, pz=373295.924866
px=200738.640574, py=818895.734096, pz=681788.578411
px=374582.625978, py=570621.415802, pz=622553.009949
px=901161.031326, py=888387.254544, pz=53292.796589
px=51903.444051, py=864659.868982, pz=42548.915557
px=810172.896794, py=158237.263436, pz=423819.833718
px=137305.802348, py=602728.049198, pz=742075.757798
px=112537.766212, py=833505.424186, pz=993123.025138
px=349169.838248, py=197833.664605, pz=121558.307840
px=756243.256297, py=311628.304555, pz=176239.577188
px=759139.666089, py=168672.808766, pz=521426.914095
px=135167.965879, py=449792.341153, pz=770309.943010
px=123441.356658, py=945957.052577, pz=801580.983376
px=1024.758769, py=488097.484771, pz=204346.143077
px=799603.003281, py=416376.857399, pz=60979.743849
px=967428.401464, py=468097.354761, pz=307035.998251
px=77414.796041, py=986781.844373, pz=829701.587434
px=629663.979792, py=125958.287694, pz=556531.507205
px=867855.307912, py=738821.593993, pz=748930.810139
px=914818.576636, py=746138.070686, pz=125637.767645
px=297633.473509, py=655397.614838, pz=576389.452122
px=623956.883962, py=207560.337118, pz=700824.172041
px=117510.616195, py=686297.662250, pz=112805.803464
px=298046.946565, py=723522.093488, pz=356394.084700
px=837484.727405, py=707036.823002, pz=305825.968227
px=164412.135257, py=761931.099886, pz=209870.670331
px=833544.184699, py=463164.823278, pz=632112.008313
px=953537.427623, py=370840.614769, pz=488772.406899
px=326469.601242, py=625748.314143, pz=24888.292480
px=847935.320207, py=570409.995010, pz=570470.171354
px=384007.014441, py=878808.189337, pz=517784.770987
px=903068.915831, py=201001.766704, pz=50293.101821
px=995966.762332, py=871323.390859, pz=678416.166701
px=609372.486858, py=896063.294435, pz=793823.374138
px=919340.744495, py=396032.478393, pz=600006.214120
px=513234.340627, py=140852.321360, pz=287353.338456
px=5128.827235, py=158993.198458, pz=85631.406524
px=307294.824049, py=561554.744868, pz=134374.181946
px=408651.367745, py=925133.024753, pz=549625.312963
px=781033.854328, py=455625.180938, pz=84291.825349
px=723855.055105, py=884793.562298, pz=557000.883882
px=886283.999475, py=863535.104982, pz=727533.226073
px=977806.060992, py=559454.657453, pz=621740.509265
px=245644.532689, py=50115.425269, pz=272807.668632
px=956776.386714, py=986619.479350, pz=260660.082890
px=853357.111377, py=583692.621123, pz=686037.033411
px=255334.035823, py=636086.977512, pz=829382.378974
px=845318.404161, py=708489.939624, pz=506823.012876
px=923068.087708, py=59800.106897, pz=990079.630314
px=429932.646957, py=118142.588992, pz=632513.330379
px=282959.776609, py=509882.403055, pz=524339.229898
px=668512.440988, py=887643.982111, pz=610726.473094
px=469675.604007, py=176347.987046, pz=981610.500312
px=531855.645362, py=54816.272818, pz=518837.964151
px=709223.391290, py=939566.846738, pz=693705.954394
px=962183.905727, py=775485.032899, pz=17113.994595
px=379729.338358, py=515087.675629, pz=174356.851764
px=651463.067008, py=373703.975216, pz=806540.990088
px=161352.453213, py=31510.941364, pz=296616.127970
px=236872.721137, py=646183.585461, pz=854528.267369
px=903090.117838, py=251656.237837, pz=631624.626829
px=860191.613107, py=99128.216825, pz=852925.237954
px=222244.166283, py=12157.059264, pz=543217.078740
px=818477.255077, py=251084.069801, pz=132657.720702
px=461610.344614, py=528979.095212, pz=374094.480154
px=765796.924171, py=662640.714116, pz=308927.922774
px=36628.913790, py=112212.104099, pz=403926.137516
px=51563.010219, py=353238.851079, pz=771042.221568
px=197388.785161, py=606934.633629, pz=334739.680047
px=807092.870777, py=397483.788180, pz=126146.013546
px=807340.142995, py=140035.053122, pz=968745.217776
px=542572.199700, py=965897.167057, pz=682723.526446
px=522511.313079, py=465340.140537, pz=44574.161367
px=530616.814494, py=961696.933216, pz=77378.977802
px=953509.946992, py=379922.231015, pz=556050.031816
px=716809.144835, py=568822.470736, pz=217621.936893
px=813559.538381, py=227405.805842, pz=803042.118255
px=600306.971151, py=917635.981829, pz=843729.104314
px=634825.349029, py=277397.090194, pz=578665.763703
px=33600.179196, py=533562.645356, pz=96257.214651
px=506497.665433, py=327965.911829, pz=118726.417637
px=876626.403030, py=601935.249935, pz=824037.864176
px=822791.012746, py=871067.865608, pz=695767.646107
px=545277.999458, py=692497.507709, pz=887442.082624
px=740328.788499, py=241152.042352, pz=345128.530778
px=705266.925871, py=97845.524280, pz=684539.145786
px=848016.113300, py=749572.657374, pz=317147.540758
px=605886.341986, py=440775.523254, pz=733649.054087
px=97239.721159, py=400709.272786, pz=300388.927143
px=672029.111523, py=58710.198013, pz=771436.168873
px=574814.837520, py=98458.559163, pz=67565.246825
px=61671.210699, py=376347.914980, pz=195226.444709
px=651513.459499, py=808679.726658, pz=627060.500583
px=59950.751281, py=136334.452609, pz=370187.983785
px=249966.561811, py=46871.004191, pz=872507.320199
px=891557.096079, py=74796.135392, pz=644238.512947
px=961222.038641, py=80754.506786, pz=132697.190284
px=633916.926150, py=769217.762230, pz=237564.008775
px=263743.769867, py=4412.350317, pz=432519.282417
px=386888.108962, py=305180.876774, pz=535200.318283
px=69645.831273, py=822315.403411, pz=763063.580891
px=931318.121102, py=531162.711447, pz=549331.362949
px=685635.743362, py=455279.495562, pz=943280.709420
px=909400.950487, py=151666.220546, pz=866755.009151
px=378711.625691, py=549168.948486, pz=361853.268101
px=186621.682679, py=201801.669178, pz=494652.315371
px=972689.024078, py=889725.117614, pz=773941.080360
px=542082.203632, py=761093.079978, pz=770503.281072
px=105784.597620, py=254712.393997, pz=394827.430605
px=249096.406477, py=954307.650197, pz=31451.208637
px=867617.734438, py=474759.355588, pz=184497.695533
px=839931.846336, py=535462.348661, pz=89914.291434
px=237476.811792, py=248469.507613, pz=14923.501314
px=428899.486335, py=275880.434493, pz=677001.120563
px=852575.751373, py=529560.563374, pz=482986.711989
px=783417.127771, py=214934.924253, pz=605775.325596
px=707883.909760, py=88291.222743, pz=582833.330870
px=103155.990754, py=225547.927095, pz=892400.210261
px=767030.641472, py=961322.540739, pz=173712.164306
px=513676.721373, py=429572.474269, pz=868206.573647
px=29872.517828, py=729407.547677, pz=600547.941312
px=374645.675408, py=476932.332166, pz=16781.137690
px=456452.507173, py=607682.237336, pz=856886.023890
px=110262.646826, py=526658.849233, pz=131493.819244
px=7488.583730, py=196698.251649, pz=90865.239303
px=152326.693840, py=240801.920495, pz=698452.673655
px=740111.984455, py=205078.180655, pz=858115.221608
px=43239.345968, py=198148.594423, pz=995271.524186
px=788117.086637, py=100467.392658, pz=47886.901855
px=512706.605625, py=552827.435609, pz=794908.553209
px=348175.890642, py=299142.108740, pz=71926.186106
px=336732.555703, py=225250.769459, pz=370438.442642
px=480504.989124, py=344557.302696, pz=738722.777684
px=145931.975257, py=979457.745293, pz=377820.086467
px=117986.082810, py=328504.511771, pz=704694.590706
px=159921.605910, py=163103.083768, pz=616780.215409
px=258014.918947, py=320130.679137, pz=280025.412817
px=444045.350670, py=381485.587151, pz=890347.352496
px=475443.189466, py=742068.743515, pz=252015.333239
px=207786.058122, py=363140.907619, pz=813253.396229
px=714788.976820, py=54623.821006, pz=409097.349581
px=794257.437420, py=577542.742124, pz=529870.583464
px=309326.480253, py=564927.975896, pz=142467.272733
px=251971.873029, py=635988.642313, pz=568330.747198
px=397555.976383, py=472291.189755, pz=373477.112413
px=638212.244627, py=409888.763727, pz=673918.476070
px=551760.095095, py=705093.547865, pz=272534.040464
px=731266.928854, py=547118.801843, pz=374473.783199
px=909955.813128, py=880868.898074, pz=204369.336361
px=494273.280354, py=148273.807599, pz=942461.310125
px=210204.132657, py=30424.801538, pz=848256.067686
px=374163.924639, py=24512.814974, pz=618900.886712
px=7178.570924, py=756205.152298, pz=167173.105549
px=789801.244191, py=470958.926830, pz=806289.730091
px=594608.292694, py=460055.260999, pz=990393.290661
px=664942.137869, py=196196.285815, pz=925492.190294
px=233544.158990, py=666445.933697, pz=278398.500596
px=277846.044133, py=215322.507744, pz=22708.786401
px=94566.240711, py=430580.491623, pz=94436.673293
px=867915.358208, py=968445.123700, pz=863100.528604
px=28842.290922, py=798494.346564, pz=753481.117294
px=377833.402682, py=457317.063036, pz=137156.064680
px=7926.757261, py=625898.366462, pz=568069.908431
px=579474.965544, py=678031.052306, pz=355983.113926
px=674580.306460, py=458106.502154, pz=406098.362132
px=298036.702277, py=300377.344393, pz=155813.201355
px=313186.261451, py=144344.937839, pz=964595.939522
px=457570.516015, py=132359.611774, pz=360127.840690
px=522856.727703, py=973371.988125, pz=963006.649382
px=426612.273495, py=297770.125930, pz=502000.074655
px=222623.041900, py=154592.191730, pz=909054.982672
px=817800.092290, py=672981.407483, pz=889697.097446
px=430359.712048, py=472310.191947, pz=404091.486472
px=843815.537441, py=858599.744168, pz=329506.278992
px=674081.722923, py=36180.823407, pz=137499.711708
px=123341.685989, py=889610.648193, pz=365684.061105
px=347294.795615, py=525773.167630, pz=21432.424041
px=236632.837729, py=300529.590191, pz=744524.674478
px=907818.339070, py=470525.287798, pz=102325.223595
px=991852.422516, py=534557.101240, pz=905291.572239
px=552765.421034, py=136873.303775, pz=702683.417175
px=974233.319024, py=284782.790776, pz=925052.921016
px=728610.784905, py=390708.509249, pz=693705.288970
px=397148.430809, py=599019.176198, pz=823282.501197
px=75603.685168, py=266224.053874, pz=803377.850342
px=628427.757880, py=267114.239045, pz=708440.543083
px=387539.337984, py=542831.998813, pz=903313.873192
px=196067.653347, py=188598.829320, pz=609262.894904
px=439024.585475, py=804241.783920, pz=793435.978385
px=402614.535454, py=1588.013947, pz=561189.573235
px=953151.281881, py=84968.667255, pz=266448.802220
px=820362.959196, py=770429.263893, pz=700154.880697
px=505273.598191, py=944071.043714, pz=761223.749620
px=55956.234419, py=990688.431345, pz=410017.148119
px=676627.609437, py=706770.059983, pz=712766.606576
px=644363.239459, py=936878.432282, pz=106610.319434
px=201329.428948, py=731107.166012, pz=796355.194427
px=216565.484362, py=173133.793711, pz=895809.698470
px=42924.016684, py=684538.802138, pz=800072.100099
px=973687.084435, py=646989.676429, pz=790452.052119
px=491443.634525, py=551160.371106, pz=386485.260609
px=322732.699908, py=14202.341333, pz=611183.107731
px=267507.105898, py=329053.882623, pz=774735.522178
px=962111.555594, py=819287.953815, pz=951163.950215
px=257130.497532, py=358426.369402, pz=348016.077861
px=480604.062042, py=638947.938323, pz=918302.412234
px=776335.077386, py=998966.196944, pz=315410.232510
px=163547.087555, py=432941.181136, pz=142580.249903
px=472950.728093, py=162281.645051, pz=430218.727206
px=96944.496589, py=730062.391438, pz=940238.787875
px=163458.660069, py=123704.319616, pz=95915.275747
px=10636.687808, py=896356.618271, pz=374679.051724
px=351229.263505, py=975826.528588, pz=464824.708750
px=6660.079856, py=29456.844950, pz=849631.322111
px=781626.729304, py=233639.605850, pz=834957.704318
px=485113.691418, py=255779.776241, pz=971518.796146
px=492976.125664, py=444681.083126, pz=775870.288384
px=894532.190868, py=307218.117597, pz=911945.517908
px=283316.454317, py=280853.171377, pz=996370.439730
px=133257.940956, py=888142.163773, pz=850725.605259
px=275270.062290, py=149820.283147, pz=825068.099493
px=589870.013066, py=636433.203578, pz=997928.318862
px=724673.957305, py=298182.236696, pz=64097.074132
px=868859.605992, py=799731.743968, pz=886900.678477
px=410679.956850, py=997501.354234, pz=902130.619717
px=263058.509439, py=332983.724723, pz=425066.803586
px=25063.837713, py=982708.142437, pz=95773.670257
px=844514.552930, py=396559.259973, pz=106463.557960
px=276411.166478, py=282580.682140, pz=493697.475987
px=161733.606567, py=851690.482988, pz=121434.058921
px=22776.270135, py=535810.255899, pz=804363.160371
px=710578.001840, py=924964.603396, pz=899959.894787
px=562987.639822, py=929807.302029, pz=36872.999222
px=315200.161611, py=765886.184171, pz=858829.908126
px=834683.750130, py=301791.327226, pz=814923.437248
px=558412.086554, py=740374.328978, pz=694402.006918
px=60342.135016, py=279455.084921, pz=55985.553829
px=466324.863714, py=598034.018395, pz=951928.170294
px=751144.664845, py=915927.195747, pz=146901.077755
px=727692.840915, py=387780.813184, pz=870074.268582
px=392118.439206, py=388264.607410, pz=397548.100061
px=734783.228726, py=145180.298204, pz=827316.326252
px=844254.280505, py=510207.081402, pz=712656.035069
px=793812.654045, py=371513.993467, pz=973709.561831
px=694272.222822, py=288334.181898, pz=11391.989707
px=349817.416275, py=165345.987170, pz=791574.361839
px=665100.447358, py=2715.387839, pz=331579.311845
px=204530.030641, py=361578.037249, pz=514701.183423
px=693818.447157, py=576417.155495, pz=144850.385720
px=648225.033339, py=70378.822188, pz=75233.741936
px=368001.482527, py=11430.769544, pz=53021.676202
px=802455.188866, py=494035.778334, pz=737681.215752
px=879130.537510, py=976757.103174, pz=712269.330135
px=61449.612663, py=866298.242851, pz=849776.288416
px=541055.516114, py=230138.112969, pz=376351.531301
px=849718.904539, py=172164.376422, pz=943528.295438
px=752209.116075, py=54880.769015, pz=14220.106568
px=671595.850324, py=169526.737457, pz=394131.973424
px=801383.522710, py=879141.539700, pz=625716.323450
px=232366.860544, py=889427.537129, pz=833809.518579
px=231310.726466, py=75493.021026, pz=628966.932458
px=118241.119424, py=778801.431529, pz=455577.667630
px=837516.215270, py=683341.927981, pz=623862.152213
px=459195.931503, py=990739.970202, pz=683162.891155
px=819925.827106, py=170161.081485, pz=675755.940081
px=839239.830181, py=708672.602995, pz=54516.186329
px=795480.718375, py=964625.189029, pz=576943.375943
px=724626.798247, py=198123.294742, pz=117693.996896
px=829048.226944, py=966063.320579, pz=463209.383535
px=424983.922359, py=239566.459130, pz=55077.221796
px=360478.448111, py=173574.072093, pz=686228.099306
px=399308.797162, py=6181.543322, pz=523895.424288
px=780279.125367, py=567580.209450, pz=442051.606572
px=866665.338967, py=727635.616738, pz=800925.653025
