px=783089.577710, py=798431.060040, pz=911639.850416
px=399058.155273, py=533632.936362, pz=599564.461021
px=546244.106699, py=551625.512789, pz=762162.323833
px=550489.513210, py=910715.169956, pz=120831.634280
px=93787.042872, py=44360.392971, pz=351815.660218
px=18557.667840, py=17517.489473, pz=204185.720019
px=401321.579891, py=518432.024277, pz=384039.494321
px=743782.937097, py=526748.005259, pz=15446.469541
px=3457.048201, py=64341.234974, pz=495405.521353
px=930863.039744, py=267573.499291, pz=405082.580331
px=679781.305051, py=155290.359419, pz=108606.589875
px=41277.966110, py=798467.927922, pz=672009.496878
px=448879.306143, py=325513.401980, pz=94919.967920
px=425890.246484, py=971035.488149, pz=247679.891297
px=174218.115813, py=170367.549034, pz=268345.699553
px=849848.086323, py=566724.802435, pz=614961.878396
px=770586.161003, py=463374.270146, pz=398288.453272
px=935283.849240, py=426898.997474, pz=590748.077164
px=822873.584892, py=148232.393088, pz=782624.112051
px=244065.220043, py=848902.450103, pz=656890.307754
px=488725.879661, py=993766.727131, pz=74055.483848
px=680170.587967, py=748760.238919, pz=961006.556556
px=989122.643645, py=528698.324032, pz=731933.955377
px=814783.977185, py=895118.140701, pz=645445.055330
px=234707.056785, py=247428.040753, pz=519635.527809
px=426420.928482, py=47067.639956, pz=306896.561046
px=581678.097059, py=783801.018769, pz=65848.729294
px=199195.702942, py=883287.855712, pz=673264.709348
px=94072.307006, py=48532.611309, pz=551676.388090
px=684792.111445, py=82564.718043, pz=980302.433078
px=815983.515705, py=515709.265412, pz=504952.426828
px=626096.082923, py=803427.294409, pz=138666.984219
px=716083.679493, py=660957.899466, pz=338922.805919
px=197158.680960, py=575197.643266, pz=556251.484825
px=521828.286820, py=554882.186985, pz=989046.717463
px=922649.596931, py=499270.629755, pz=674123.765876
px=444376.176716, py=655807.831648, pz=325205.357801
px=495289.211254, py=282830.515364, pz=300270.647551
px=905085.594694, py=515115.724360, pz=152411.938066
px=12299.213354, py=800700.272352, pz=129735.781874
px=102435.639715, py=387267.646063, pz=771570.274925
px=780976.820828, py=140682.558283, pz=905336.776296
px=946518.507553, py=33148.118792, pz=598770.570041
px=526054.349334, py=267609.940591, pz=737605.826574
px=186948.760899, py=910251.901116, pz=689501.823582
px=670593.292130, py=202325.177016, pz=259340.385008
px=173227.684526, py=156257.389780, pz=161130.002663
px=566611.102436, py=15486.129239, pz=517851.715500
px=566798.243272, py=787018.063515, pz=496426.980852
px=995727.558123, py=423957.862734, pz=149040.348546
px=862771.558530, py=370861.989687, pz=456666.499913
px=750019.931816, py=669910.556888, pz=517336.105064
px=401883.408976, py=63734.163113, pz=868462.592168
px=457044.932627, py=855410.645773, pz=482346.621606
px=62947.598317, py=215033.974003, pz=169106.398346
px=991078.796623, py=486641.109348, pz=264791.885221
px=895820.230595, py=79277.429685, pz=222225.071056
px=784013.014057, py=88201.499228, pz=590510.793302
px=563909.241394, py=939780.599979, pz=576042.456491
px=32001.570123, py=477880.611595, pz=569596.332004
px=859681.599207, py=859122.959774, pz=958770.684950
px=652824.062268, py=131998.324293, pz=917709.171158
px=628186.973237, py=852382.333724, pz=558282.851056
px=249265.189489, py=710799.781758, pz=563255.389555
px=59299.238513, py=723829.463652, pz=322958.649272
px=996431.504556, py=336496.080772, pz=374410.259083
px=503145.469573, py=80406.780372, pz=542242.240682
px=394258.472659, py=893898.018248, pz=660295.416317
px=149196.658669, py=559328.624628, pz=405.102069
px=755687.092457, py=753371.032936, pz=897531.406152
px=500059.116307, py=975925.214898, pz=808168.903361
px=32732.550769, py=113206.439109, pz=939109.802864
px=734821.402849, py=280591.485325, pz=125431.978622
px=257776.785874, py=476363.924269, pz=236070.135949
px=645685.325063, py=377373.497309, pz=747932.851552
px=314053.312986, py=297845.412652, pz=675746.428355
px=236531.296936, py=665813.219463, pz=366781.801459
px=421969.243845, py=627855.520286, pz=89913.712934
px=36488.804657, py=462029.732115, pz=248393.186377
px=904961.208349, py=777373.843439, pz=829547.867022
px=35765.327323, py=953266.794866, pz=906153.746859
px=925807.651019, py=723893.770933, pz=638849.862339
px=814973.475484, py=415143.423362, pz=972181.717890
px=851195.976880, py=284351.868872, pz=305558.827563
px=845317.615369, py=460532.331237, pz=896046.604246
px=253943.432710, py=703910.950441, pz=907738.395389
px=489651.056202, py=28652.112288, pz=349711.251236
px=88864.121492, py=744725.531169, pz=538196.854538
px=553104.770621, py=329284.007460, pz=226310.697785
px=995285.736793, py=903655.741898, pz=750226.613411
px=835342.120096, py=273725.851133, pz=979741.706670
px=163656.941909, py=429709.442505, pz=910257.324405
px=672775.735080, py=508857.959340, pz=386998.885562
px=286572.974435, py=395611.120614, pz=847697.913089
px=45451.364120, py=712310.486785, pz=975476.614808
px=296705.645746, py=201065.017993, pz=95339.133017
px=886741.354378, py=281399.065703, pz=749448.885479
px=790453.512830, py=330224.495645, pz=215638.621382
px=660520.888282, py=5912.505510, pz=271099.841092
px=762959.553139, py=182010.758260, pz=988598.881664
px=164405.127509, py=274333.665390, pz=133636.608211
px=946380.686877, py=995245.319806, pz=452399.212619
px=488734.608830, py=466847.909818, pz=395750.395859
px=664429.778897, py=519854.553277, pz=99257.296854
px=898462.742155, py=804616.048546, pz=395984.168804
px=170853.187035, py=479685.583283, pz=415522.622162
px=78131.600706, py=114053.914249, pz=812892.613015
px=864005.837903, py=997865.340160, pz=485249.646908
px=960858.135788, py=230136.365777, pz=88126.958844
px=595095.913256, py=164361.923917, pz=690909.328844
px=523263.761946, py=821768.508774, pz=960660.260714
px=857150.644180, py=865915.058451, pz=296825.085219
px=361116.648436, py=87779.179498, pz=364688.657048
px=277886.882718, py=34379.630789, pz=355912.023052
px=186569.428050, py=867969.973748, pz=86618.937266
px=333212.407727, py=679281.938903, pz=63587.983985
px=151022.383670, py=703115.492415, pz=938236.751434
px=316089.684166, py=508431.339386, pz=148072.831459
px=923355.518706, py=813167.340353, pz=412303.909091
px=474043.701678, py=298634.703338, pz=969059.651243
px=10618.979492, py=393945.545133, pz=867115.185253
px=528072.840971, py=69885.597035, pz=751431.445799
px=291170.188776, py=873404.696367, pz=699260.457171
px=232948.880328, py=154391.627470, pz=426539.084526
px=276190.422892, py=974858.265668, pz=299770.525680
px=291471.887824, py=695030.750815, pz=923884.708322
px=258413.191964, py=164650.147687, pz=35845.666885
px=375562.271049, py=495348.896917, pz=926736.993776
px=9349.339860, py=609732.005782, pz=605631.219906
px=244274.275736, py=450342.424127, pz=539540.214677
px=169589.052878, py=917357.330803, pz=20344.763259
px=584512.472569, py=527219.576338, pz=351554.631028
px=271249.117379, py=221535.665653, pz=574918.097505
px=551715.237435, py=764917.814419, pz=432358.341283
px=231250.336004, py=501169.033037, pz=208012.150043
px=335711.309409, py=235453.186379, pz=136962.329435
px=974389.440836, py=43412.048298, pz=270799.829304
px=261096.243465, py=192584.439004, pz=83579.256666
px=65579.559016, py=178430.885605, pz=107519.090593
px=226861.832323, py=967717.579329, pz=220052.888024
px=731951.887116, py=562857.374488, pz=440150.426757
px=392963.963482, py=656832.104896, pz=351104.010073
px=499950.631240, py=744672.278954, pz=942731.358524
px=741221.187747, py=29558.065560, pz=86793.887515
px=941711.807189, py=596953.764365, pz=326803.541150
px=556901.494741, py=672017.668727, pz=89739.660944
px=471572.128723, py=7717.675426, pz=980368.295985
px=819428.539548, py=257421.698820, pz=984252.014315
px=738016.116752, py=314391.777036, pz=578770.549898
px=571702.877281, py=815394.319790, pz=549513.787703
px=622204.779564, py=39136.633696, pz=221548.351908
px=649594.862031, py=910130.550245, pz=185983.091157
px=487972.104543, py=442659.482621, pz=324585.425912
px=865647.404561, py=23323.720749, pz=479310.860094
px=577202.831967, py=643382.223857, pz=663454.668789
px=499476.755430, py=240658.678501, pz=971050.242647
px=277611.657527, py=664506.103826, pz=604645.382442
px=101782.036704, py=13340.777711, pz=988371.167278
px=53610.263085, py=663083.136227, pz=534842.748066
px=830174.013448, py=745408.141900, pz=302598.754906
px=307026.537110, py=751289.512917, pz=477935.323497
px=25309.018825, py=590593.486595, pz=671129.727168
px=333854.330833, py=240194.550821, pz=143622.439060
px=663385.480211, py=640792.523528, pz=904313.919602
px=802254.562996, py=579673.095773, pz=612144.219622
px=804969.025536, py=234685.984145, pz=193679.350518
px=139222.704560, py=3860.779325, pz=825586.181829
px=804585.473978, py=533160.410075, pz=828982.394862
px=510394.262912, py=290420.143869, pz=18409.415013
px=816638.656134, py=912675.306028, pz=115572.259703
px=979658.379294, py=786997.526763, pz=919859.754653
px=81873.655666, py=315716.489638, pz=843303.381982
px=811996.450098, py=70808.554443, pz=858886.519488
px=490574.781029, py=742137.100953, pz=191506.718383
px=939912.590546, py=173088.159777, pz=599110.577145
px=401570.161561, py=489416.401400, pz=469671.177316
px=592875.871654, py=263758.258447, pz=139814.290630
px=508523.232830, py=906563.699965, pz=634523.755735
px=60837.320169, py=523211.591110, pz=890121.422049
px=25663.842864, py=55978.964352, pz=658650.243395
px=327277.240801, py=999491.998843, pz=416582.252233
px=38225.933779, py=135701.244924, pz=500892.297304
px=948201.902379, py=987253.473399, pz=866913.451953
px=509197.203341, py=226576.833862, pz=585840.308218
px=445027.015275, py=674779.891284, pz=786317.031263
px=423204.765841, py=986224.806853, pz=942375.755937
px=26784.280686, py=397872.349995, pz=916711.185912
px=711211.609776, py=685300.261496, pz=447560.277693
px=380538.808028, py=405035.514736, pz=786786.439200
px=258366.755602, py=974024.748408, pz=562405.973584
px=491234.221622, py=945750.080136, pz=590628.032396
px=375401.247634, py=150208.881085, pz=142948.892748
px=166699.890491, py=868907.258898, pz=423490.539451
px=429177.280331, py=537402.701689, pz=69014.837432
px=43816.812262, py=73716.705734, pz=464346.605535
px=317201.089546, py=758783.028281, pz=645458.465535
px=596499.544123, py=833172.033616, pz=546387.221135
px=58793.650926, py=205989.553381, pz=160247.682363
px=717040.060970, py=275929.624707, pz=822077.767010
px=196717.930826, py=265539.158351, pz=933300.811025
px=176177.339272, py=950703.851453, pz=327180.739942
px=670148.008804, py=342261.433510, pz=220453.676322
px=307969.320667, py=144155.159555, pz=183499.603024
px=69110.454656, py=444346.888972, pz=495970.327785
px=850997.809555, py=979041.626351, pz=428028.438710
px=952300.623368, py=74454.739117, pz=87563.385354
px=553782.937452, py=824033.865784, pz=165367.910510
px=120757.877432, py=410645.320725, pz=758960.514985
px=389886.027745, py=299662.045131, pz=485052.698628
px=413511.500539, py=34025.586381, pz=799908.271401
px=264499.399945, py=99847.601870, pz=133322.302212
px=458651.615412, py=347812.694231, pz=805107.540283
px=976400.191835, py=416606.681713, pz=981630.233819
px=962115.021228, py=548045.557046, pz=689187.879291
px=723512.172987, py=536558.990845, pz=145122.053652
px=81783.927131, py=201898.772292, pz=812814.795647
px=160982.460447, py=970602.380408, pz=741159.537655
px=37343.380810, py=775016.726549, pz=266618.222919
px=206420.902397, py=423975.017752, pz=621981.233970
px=220668.237804, py=647025.885451, pz=80162.201002
px=39749.728467, py=695525.805751, pz=469031.028212
px=329889.602019, py=65910.604053, pz=248030.482809
px=950861.465125, py=472791.603842, pz=733170.606864
px=214420.582120, py=428716.095025, pz=811553.464893
px=461458.538275, py=627241.400077, pz=476055.715270
px=341255.699992, py=116507.661392, pz=240591.777717
px=564190.751898, py=752386.241395, pz=703086.289667
px=480369.278717, py=579566.594238, pz=140030.766952
px=925485.538894, py=991885.608155, pz=453253.033758
px=438234.873734, py=860211.470186, pz=685533.620614
px=457148.496543, py=379006.846521, pz=571582.191862
px=919164.915912, py=451171.722206, pz=889253.031195
px=396991.532699, py=524895.142399, pz=782524.214822
px=262366.377949, py=958284.262891, pz=366509.211437
px=421439.614812, py=301396.558200, pz=897125.449652
px=659445.127578, py=652389.985614, pz=824847.038456
px=421385.289961, py=866316.603806, pz=118732.680117
px=349774.584815, py=919406.085541, pz=744833.885245
px=776041.809778, py=30165.568017, pz=235389.114133
px=650919.054631, py=802073.523891, pz=306768.089569
px=256890.082358, py=281645.087762, pz=387985.606579
px=860289.566691, py=801055.368683, pz=35744.098287
px=198942.784669, py=440808.003765, pz=468812.120156
px=248125.129014, py=642049.949059, pz=798678.091737
px=243242.587146, py=454643.368926, pz=814884.104361
px=672173.956017, py=975028.090552, pz=77965.837289
px=724195.730686, py=468475.127407, pz=780142.850396
px=757493.658479, py=52485.022620, pz=109341.662477
px=630645.794216, py=894524.701352, pz=173700.106910
px=88035.189727, py=359980.898348, pz=385712.821914
px=853847.956572, py=354767.439200, pz=531120.159889
px=837411.113391, py=40366.214054, pz=17832.894122
px=992001.192465, py=282528.851917, pz=873206.077384
px=515209.037255, py=581192.548699, pz=715414.637751
px=644803.666220, py=57298.179766, pz=588799.023535
px=560192.789167, py=360566.517461, pz=531140.019322
px=922494.616711, py=496813.938986, pz=207709.683120
px=984378.958603, py=517022.347304, pz=325857.778139
px=909320.977315, py=360190.694901, pz=566900.056318
px=270207.197116, py=962332.651568, pz=216788.487224
px=337207.288278, py=386024.091245, pz=842846.601344
px=161483.658200, py=482378.259463, pz=724554.797148
px=856134.162949, py=987324.529387, pz=995288.282647
px=388836.566462, py=393161.979831, pz=895423.612779
px=459769.112612, py=358818.617708, pz=560018.983109
px=198930.723895, py=747147.871591, pz=133312.819329
px=541068.822250, py=772382.098814, pz=835397.936479
px=404952.408452, py=500654.051161, pz=578868.562994
px=453668.197065, py=769293.338087, pz=283170.798900
px=52924.745396, py=755024.531800, pz=218131.308252
px=767610.223233, py=230685.525495, pz=287894.678206
px=393776.167283, py=133101.381034, pz=285943.100609
px=264523.793208, py=285540.223852, pz=138580.283126
px=515329.527397, py=653281.431324, pz=940260.929020
px=566237.043532, py=961846.676715, pz=382627.016382
px=69958.215456, py=742088.461292, pz=216931.200399
px=504837.848739, py=118118.616432, pz=252219.306277
px=340663.860673, py=680657.718939, pz=217858.491026
px=853664.166251, py=787922.212242, pz=391176.278154
px=589423.100590, py=174327.120541, pz=92653.437971
px=190307.387709, py=580808.034293, pz=994626.541030
px=415694.049888, py=680330.630660, pz=598022.741662
px=791253.149763, py=405549.845990, pz=134466.246465
px=266192.287149, py=403442.897454, pz=669056.603811
px=578466.366120, py=552932.168703, pz=734673.056645
px=877488.826937, py=53547.897136, pz=135582.836867
px=555515.250692, py=9945.480508, pz=364187.181315
px=78426.538249, py=319771.925674, pz=27832.967303
px=139073.763215, py=954692.320992, pz=742554.454318
px=251630.506925, py=266297.650202, pz=479009.291335
px=364437.006354, py=520844.507785, pz=780179.041578
px=750669.289579, py=862083.555499, pz=828315.894274
px=3050.479149, py=706570.625955, pz=14348.177017
px=411363.641019, py=663285.632428, pz=464806.085188
px=142320.919442, py=579592.043562, pz=848474.818559
px=544831.962719, py=440735.649590, pz=829287.245060
px=499875.042654, py=594714.204363, pz=647054.284246
px=494629.257298, py=25642.107657, pz=978771.532121
px=357789.578132, py=743125.399222, pz=127591.507244
px=180743.912619, py=958766.928173, pz=963763.882819
px=138861.114991, py=809026.292910, pz=656491.666853
px=242972.796978, py=8574.678493, pz=647422.591115
px=285211.571468, py=807106.262760, pz=512853.776796
px=601107.388547, py=645563.030821, pz=397693.159706
px=368698.461275, py=261652.788724, pz=207213.366149
px=245578.191479, py=791504.146182, pz=612038.592248
px=98682.610523, py=689759.972536, pz=329888.267804
px=657259.446626, py=771352.735355, pz=286415.555805
px=153226.466401, py=382763.810205, pz=708810.744984
px=644409.446695, py=966208.813113, pz=897698.919213
px=764378.087489, py=926699.922820, pz=2271.908177
px=147297.219648, py=316127.898591, pz=442636.173331
px=957.427593, py=886878.234749, pz=993134.988046
px=313537.022026, py=383801.184669, pz=362203.746615
px=885716.324916, py=930061.862945, pz=319304.908441
px=665154.149818, py=862416.622595, pz=931628.690255
px=996587.414769, py=226938.756800, pz=102305.418827
px=972195.869418, py=482779.678140, pz=459123.170642
px=316997.988354, py=972743.465059, pz=151646.068695
px=433856.140551, py=7956.592268, pz=859790.592188
px=320536.118208, py=498343.467401, pz=850641.137088
px=454009.746754, py=241724.243234, pz=489582.190609
px=115787.212753, py=374984.301302, pz=568659.692125
px=652937.186870, py=284305.387798, pz=294747.340807
px=189141.856782, py=735517.283769, pz=593232.952267
px=617555.267628, py=824438.220643, pz=56573.926591
px=654893.460035, py=760527.685861, pz=520833.110129
px=229650.294002, py=276342.580841, pz=829065.426492
px=449465.856943, py=899228.863355, pz=432175.836400
px=591471.087542, py=373558.235051, pz=138853.792579
px=91262.471710, py=163053.347565, pz=909685.134044
px=167623.955383, py=384309.645538, pz=945598.590977
px=150846.365887, py=723217.590403, pz=703950.284980
px=394499.828957, py=457417.202523, pz=640681.601191
